file,sheet,cell,slot,original_label,normalized_label,correction_required,status
result1.xlsx,计划购电量,A54,53,8:50-9:00,08:40-08:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A55,54,9:00-9:10,08:50-09:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A56,55,9:10-9:20,09:00-09:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A57,56,9:20-9:30,09:10-09:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A58,57,9:30-9:40,09:20-09:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A59,58,9:40-9:50,09:30-09:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A60,59,9:50-10:00,09:40-09:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A61,60,10:00-10:10,09:50-10:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A62,61,10:10-10:20,10:00-10:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A63,62,10:20-10:30,10:10-10:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A64,63,10:30-10:40,10:20-10:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A65,64,10:40-10:50,10:30-10:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A66,65,10:50-11:00,10:40-10:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A67,66,11:00-11:10,10:50-11:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A68,67,11:10-11:20,11:00-11:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A69,68,11:20-11:30,11:10-11:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A70,69,11:30-11:40,11:20-11:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A71,70,11:40-11:50,11:30-11:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A72,71,11:50-12:00,11:40-11:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A73,72,12:00-12:10,11:50-12:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A74,73,12:10-12:20,12:00-12:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A75,74,12:20-12:30,12:10-12:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A76,75,12:30-12:40,12:20-12:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A77,76,12:40-12:50,12:30-12:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A78,77,12:50-13:00,12:40-12:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A79,78,13:00-13:10,12:50-13:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A80,79,13:10-13:20,13:00-13:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A81,80,13:20-13:30,13:10-13:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A82,81,13:30-13:40,13:20-13:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A83,82,13:40-13:50,13:30-13:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A84,83,13:50-14:00,13:40-13:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A85,84,14:00-14:10,13:50-14:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A86,85,14:10-14:20,14:00-14:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A87,86,14:20-14:30,14:10-14:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A88,87,14:30-14:40,14:20-14:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A89,88,14:40-14:50,14:30-14:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A90,89,14:50-15:00,14:40-14:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A91,90,15:00-15:10,14:50-15:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A92,91,15:10-15:20,15:00-15:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A93,92,15:20-15:30,15:10-15:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A94,93,15:30-15:40,15:20-15:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A95,94,15:40-15:50,15:30-15:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A96,95,15:50-16:00,15:40-15:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A97,96,16:00-16:10,15:50-16:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A98,97,16:10-16:20,16:00-16:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A99,98,16:20-16:30,16:10-16:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A100,99,16:30-16:40,16:20-16:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A101,100,16:40-16:50,16:30-16:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A102,101,16:50-17:00,16:40-16:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A103,102,17:00-17:10,16:50-17:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A104,103,17:10-17:20,17:00-17:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A105,104,17:20-17:30,17:10-17:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A106,105,17:30-17:40,17:20-17:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A107,106,17:40-17:50,17:30-17:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A108,107,17:50-18:00,17:40-17:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A109,108,18:00-18:10,17:50-18:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A110,109,18:10-18:20,18:00-18:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A111,110,18:20-18:30,18:10-18:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A112,111,18:30-18:40,18:20-18:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A113,112,18:40-18:50,18:30-18:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A114,113,18:50-19:00,18:40-18:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A115,114,19:00-19:10,18:50-19:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A116,115,19:10-19:20,19:00-19:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A117,116,19:20-19:30,19:10-19:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A118,117,19:30-19:40,19:20-19:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A119,118,19:40-19:50,19:30-19:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A120,119,19:50-20:00,19:40-19:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A121,120,20:00-20:10,19:50-20:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A122,121,20:10-20:20,20:00-20:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A123,122,20:20-20:30,20:10-20:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A124,123,20:30-20:40,20:20-20:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A125,124,20:40-20:50,20:30-20:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A126,125,20:50-21:00,20:40-20:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A127,126,21:00-21:10,20:50-21:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A128,127,21:10-21:20,21:00-21:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A129,128,21:20-21:30,21:10-21:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A130,129,21:30-21:40,21:20-21:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A131,130,21:40-21:50,21:30-21:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A132,131,21:50-22:00,21:40-21:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A133,132,22:00-22:10,21:50-22:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A134,133,22:10-22:20,22:00-22:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A135,134,22:20-22:30,22:10-22:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A136,135,22:30-22:40,22:20-22:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A137,136,22:40-22:50,22:30-22:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A138,137,22:50-23:00,22:40-22:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A139,138,23:00-23:10,22:50-23:00,1,proposed_order_mapping
result1.xlsx,计划购电量,A140,139,23:10-23:20,23:00-23:10,1,proposed_order_mapping
result1.xlsx,计划购电量,A141,140,23:20-23:30,23:10-23:20,1,proposed_order_mapping
result1.xlsx,计划购电量,A142,141,23:30-23:40,23:20-23:30,1,proposed_order_mapping
result1.xlsx,计划购电量,A143,142,23:40-23:50,23:30-23:40,1,proposed_order_mapping
result1.xlsx,计划购电量,A144,143,23:50-0:00+1,23:40-23:50,1,proposed_order_mapping
result1.xlsx,计划购电量,A145,144,0:00+1-0:10+1,23:50-24:00,1,proposed_order_mapping
result2.xlsx,计划购电量,B1,1,0:10-0:20,00:00-00:10,1,proposed_order_mapping
result2.xlsx,计划购电量,C1,2,0:20-0:30,00:10-00:20,1,proposed_order_mapping
result2.xlsx,计划购电量,D1,3,0:30-0:40,00:20-00:30,1,proposed_order_mapping
result2.xlsx,计划购电量,E1,4,0:40-0:50,00:30-00:40,1,proposed_order_mapping
result2.xlsx,计划购电量,F1,5,0:50-1:00,00:40-00:50,1,proposed_order_mapping
result2.xlsx,计划购电量,G1,6,1:00-1:10,00:50-01:00,1,proposed_order_mapping
result2.xlsx,计划购电量,H1,7,1:10-1:20,01:00-01:10,1,proposed_order_mapping
result2.xlsx,计划购电量,I1,8,1:20-1:30,01:10-01:20,1,proposed_order_mapping
result2.xlsx,计划购电量,J1,9,1:30-1:40,01:20-01:30,1,proposed_order_mapping
result2.xlsx,计划购电量,K1,10,1:40-1:50,01:30-01:40,1,proposed_order_mapping
result2.xlsx,计划购电量,L1,11,1:50-2:00,01:40-01:50,1,proposed_order_mapping
result2.xlsx,计划购电量,M1,12,2:00-2:10,01:50-02:00,1,proposed_order_mapping
result2.xlsx,计划购电量,N1,13,2:10-2:20,02:00-02:10,1,proposed_order_mapping
result2.xlsx,计划购电量,O1,14,2:20-2:30,02:10-02:20,1,proposed_order_mapping
result2.xlsx,计划购电量,P1,15,2:30-2:40,02:20-02:30,1,proposed_order_mapping
result2.xlsx,计划购电量,Q1,16,2:40-2:50,02:30-02:40,1,proposed_order_mapping
result2.xlsx,计划购电量,R1,17,2:50-3:00,02:40-02:50,1,proposed_order_mapping
result2.xlsx,计划购电量,S1,18,3:00-3:10,02:50-03:00,1,proposed_order_mapping
result2.xlsx,计划购电量,T1,19,3:10-3:20,03:00-03:10,1,proposed_order_mapping
result2.xlsx,计划购电量,U1,20,3:20-3:30,03:10-03:20,1,proposed_order_mapping
result2.xlsx,计划购电量,V1,21,3:30-3:40,03:20-03:30,1,proposed_order_mapping
result2.xlsx,计划购电量,W1,22,3:40-3:50,03:30-03:40,1,proposed_order_mapping
result2.xlsx,计划购电量,X1,23,3:50-4:00,03:40-03:50,1,proposed_order_mapping
result2.xlsx,计划购电量,Y1,24,4:00-4:10,03:50-04:00,1,proposed_order_mapping
result2.xlsx,计划购电量,Z1,25,4:10-4:20,04:00-04:10,1,proposed_order_mapping
result2.xlsx,计划购电量,AA1,26,4:20-4:30,04:10-04:20,1,proposed_order_mapping
result2.xlsx,计划购电量,AB1,27,4:30-4:40,04:20-04:30,1,proposed_order_mapping
result2.xlsx,计划购电量,AC1,28,4:40-4:50,04:30-04:40,1,proposed_order_mapping
result2.xlsx,计划购电量,AD1,29,4:50-5:00,04:40-04:50,1,proposed_order_mapping
result2.xlsx,计划购电量,AE1,30,5:00-5:10,04:50-05:00,1,proposed_order_mapping
result2.xlsx,计划购电量,AF1,31,5:10-5:20,05:00-05:10,1,proposed_order_mapping
result2.xlsx,计划购电量,AG1,32,5:20-5:30,05:10-05:20,1,proposed_order_mapping
result2.xlsx,计划购电量,AH1,33,5:30-5:40,05:20-05:30,1,proposed_order_mapping
result2.xlsx,计划购电量,AI1,34,5:40-5:50,05:30-05:40,1,proposed_order_mapping
result2.xlsx,计划购电量,AJ1,35,5:50-6:00,05:40-05:50,1,proposed_order_mapping
result2.xlsx,计划购电量,AK1,36,6:00-6:10,05:50-06:00,1,proposed_order_mapping
result2.xlsx,计划购电量,AL1,37,6:10-6:20,06:00-06:10,1,proposed_order_mapping
result2.xlsx,计划购电量,AM1,38,6:20-6:30,06:10-06:20,1,proposed_order_mapping
result2.xlsx,计划购电量,AN1,39,6:30-6:40,06:20-06:30,1,proposed_order_mapping
result2.xlsx,计划购电量,AO1,40,6:40-6:50,06:30-06:40,1,proposed_order_mapping
result2.xlsx,计划购电量,AP1,41,6:50-7:00,06:40-06:50,1,proposed_order_mapping
result2.xlsx,计划购电量,AQ1,42,7:0-7:10,06:50-07:00,1,proposed_order_mapping
result2.xlsx,计划购电量,AR1,43,7:10-7:20,07:00-07:10,1,proposed_order_mapping
result2.xlsx,计划购电量,AS1,44,7:20-7:30,07:10-07:20,1,proposed_order_mapping
result2.xlsx,计划购电量,AT1,45,7:30-7:40,07:20-07:30,1,proposed_order_mapping
result2.xlsx,计划购电量,AU1,46,7:40-7:50,07:30-07:40,1,proposed_order_mapping
result2.xlsx,计划购电量,AV1,47,7:50-8:00,07:40-07:50,1,proposed_order_mapping
result2.xlsx,计划购电量,AW1,48,8:00-8:10,07:50-08:00,1,proposed_order_mapping
result2.xlsx,计划购电量,AX1,49,8:10-8:20,08:00-08:10,1,proposed_order_mapping
result2.xlsx,计划购电量,AY1,50,8:20-8:30,08:10-08:20,1,proposed_order_mapping
result2.xlsx,计划购电量,AZ1,51,8:30-8:40,08:20-08:30,1,proposed_order_mapping
result2.xlsx,计划购电量,BA1,52,8:40-8:50,08:30-08:40,1,proposed_order_mapping
result2.xlsx,计划购电量,BB1,53,8:50-9:00,08:40-08:50,1,proposed_order_mapping
result2.xlsx,计划购电量,BC1,54,9:00-9:10,08:50-09:00,1,proposed_order_mapping
result2.xlsx,计划购电量,BD1,55,9:10-9:20,09:00-09:10,1,proposed_order_mapping
result2.xlsx,计划购电量,BE1,56,9:20-9:30,09:10-09:20,1,proposed_order_mapping
result2.xlsx,计划购电量,BF1,57,9:30-9:40,09:20-09:30,1,proposed_order_mapping
result2.xlsx,计划购电量,BG1,58,9:40-9:50,09:30-09:40,1,proposed_order_mapping
result2.xlsx,计划购电量,BH1,59,9:50-10:00,09:40-09:50,1,proposed_order_mapping
result2.xlsx,计划购电量,BI1,60,10:00-10:10,09:50-10:00,1,proposed_order_mapping
result2.xlsx,计划购电量,BJ1,61,10:10-10:20,10:00-10:10,1,proposed_order_mapping
result2.xlsx,计划购电量,BK1,62,10:20-10:30,10:10-10:20,1,proposed_order_mapping
result2.xlsx,计划购电量,BL1,63,10:30-10:40,10:20-10:30,1,proposed_order_mapping
result2.xlsx,计划购电量,BM1,64,10:40-10:50,10:30-10:40,1,proposed_order_mapping
result2.xlsx,计划购电量,BN1,65,10:50-11:00,10:40-10:50,1,proposed_order_mapping
result2.xlsx,计划购电量,BO1,66,11:00-11:10,10:50-11:00,1,proposed_order_mapping
result2.xlsx,计划购电量,BP1,67,11:10-11:20,11:00-11:10,1,proposed_order_mapping
result2.xlsx,计划购电量,BQ1,68,11:20-11:30,11:10-11:20,1,proposed_order_mapping
result2.xlsx,计划购电量,BR1,69,11:30-11:40,11:20-11:30,1,proposed_order_mapping
result2.xlsx,计划购电量,BS1,70,11:40-11:50,11:30-11:40,1,proposed_order_mapping
result2.xlsx,计划购电量,BT1,71,11:50-12:00,11:40-11:50,1,proposed_order_mapping
result2.xlsx,计划购电量,BU1,72,12:00-12:10,11:50-12:00,1,proposed_order_mapping
result2.xlsx,计划购电量,BV1,73,12:10-12:20,12:00-12:10,1,proposed_order_mapping
result2.xlsx,计划购电量,BW1,74,12:20-12:30,12:10-12:20,1,proposed_order_mapping
result2.xlsx,计划购电量,BX1,75,12:30-12:40,12:20-12:30,1,proposed_order_mapping
result2.xlsx,计划购电量,BY1,76,12:40-12:50,12:30-12:40,1,proposed_order_mapping
result2.xlsx,计划购电量,BZ1,77,12:50-13:00,12:40-12:50,1,proposed_order_mapping
result2.xlsx,计划购电量,CA1,78,13:00-13:10,12:50-13:00,1,proposed_order_mapping
result2.xlsx,计划购电量,CB1,79,13:10-13:20,13:00-13:10,1,proposed_order_mapping
result2.xlsx,计划购电量,CC1,80,13:20-13:30,13:10-13:20,1,proposed_order_mapping
result2.xlsx,计划购电量,CD1,81,13:30-13:40,13:20-13:30,1,proposed_order_mapping
result2.xlsx,计划购电量,CE1,82,13:40-13:50,13:30-13:40,1,proposed_order_mapping
result2.xlsx,计划购电量,CF1,83,13:50-14:00,13:40-13:50,1,proposed_order_mapping
result2.xlsx,计划购电量,CG1,84,14:00-14:10,13:50-14:00,1,proposed_order_mapping
result2.xlsx,计划购电量,CH1,85,14:10-14:20,14:00-14:10,1,proposed_order_mapping
result2.xlsx,计划购电量,CI1,86,14:20-14:30,14:10-14:20,1,proposed_order_mapping
result2.xlsx,计划购电量,CJ1,87,14:30-14:40,14:20-14:30,1,proposed_order_mapping
result2.xlsx,计划购电量,CK1,88,14:40-14:50,14:30-14:40,1,proposed_order_mapping
result2.xlsx,计划购电量,CL1,89,14:50-15:00,14:40-14:50,1,proposed_order_mapping
result2.xlsx,计划购电量,CM1,90,15:00-15:10,14:50-15:00,1,proposed_order_mapping
result2.xlsx,计划购电量,CN1,91,15:10-15:20,15:00-15:10,1,proposed_order_mapping
result2.xlsx,计划购电量,CO1,92,15:20-15:30,15:10-15:20,1,proposed_order_mapping
result2.xlsx,计划购电量,CP1,93,15:30-15:40,15:20-15:30,1,proposed_order_mapping
result2.xlsx,计划购电量,CQ1,94,15:40-15:50,15:30-15:40,1,proposed_order_mapping
result2.xlsx,计划购电量,CR1,95,15:50-16:00,15:40-15:50,1,proposed_order_mapping
result2.xlsx,计划购电量,CS1,96,16:00-16:10,15:50-16:00,1,proposed_order_mapping
result2.xlsx,计划购电量,CT1,97,16:10-16:20,16:00-16:10,1,proposed_order_mapping
result2.xlsx,计划购电量,CU1,98,16:20-16:30,16:10-16:20,1,proposed_order_mapping
result2.xlsx,计划购电量,CV1,99,16:30-16:40,16:20-16:30,1,proposed_order_mapping
result2.xlsx,计划购电量,CW1,100,16:40-16:50,16:30-16:40,1,proposed_order_mapping
result2.xlsx,计划购电量,CX1,101,16:50-17:00,16:40-16:50,1,proposed_order_mapping
result2.xlsx,计划购电量,CY1,102,17:00-17:10,16:50-17:00,1,proposed_order_mapping
result2.xlsx,计划购电量,CZ1,103,17:10-17:20,17:00-17:10,1,proposed_order_mapping
result2.xlsx,计划购电量,DA1,104,17:20-17:30,17:10-17:20,1,proposed_order_mapping
result2.xlsx,计划购电量,DB1,105,17:30-17:40,17:20-17:30,1,proposed_order_mapping
result2.xlsx,计划购电量,DC1,106,17:40-17:50,17:30-17:40,1,proposed_order_mapping
result2.xlsx,计划购电量,DD1,107,17:50-18:00,17:40-17:50,1,proposed_order_mapping
result2.xlsx,计划购电量,DE1,108,18:00-18:10,17:50-18:00,1,proposed_order_mapping
result2.xlsx,计划购电量,DF1,109,18:10-18:20,18:00-18:10,1,proposed_order_mapping
result2.xlsx,计划购电量,DG1,110,18:20-18:30,18:10-18:20,1,proposed_order_mapping
result2.xlsx,计划购电量,DH1,111,18:30-18:40,18:20-18:30,1,proposed_order_mapping
result2.xlsx,计划购电量,DI1,112,18:40-18:50,18:30-18:40,1,proposed_order_mapping
result2.xlsx,计划购电量,DJ1,113,18:50-19:00,18:40-18:50,1,proposed_order_mapping
result2.xlsx,计划购电量,DK1,114,19:00-19:10,18:50-19:00,1,proposed_order_mapping
result2.xlsx,计划购电量,DL1,115,19:10-19:20,19:00-19:10,1,proposed_order_mapping
result2.xlsx,计划购电量,DM1,116,19:20-19:30,19:10-19:20,1,proposed_order_mapping
result2.xlsx,计划购电量,DN1,117,19:30-19:40,19:20-19:30,1,proposed_order_mapping
result2.xlsx,计划购电量,DO1,118,19:40-19:50,19:30-19:40,1,proposed_order_mapping
result2.xlsx,计划购电量,DP1,119,19:50-20:00,19:40-19:50,1,proposed_order_mapping
result2.xlsx,计划购电量,DQ1,120,20:00-20:10,19:50-20:00,1,proposed_order_mapping
result2.xlsx,计划购电量,DR1,121,20:10-20:20,20:00-20:10,1,proposed_order_mapping
result2.xlsx,计划购电量,DS1,122,20:20-20:30,20:10-20:20,1,proposed_order_mapping
result2.xlsx,计划购电量,DT1,123,20:30-20:40,20:20-20:30,1,proposed_order_mapping
result2.xlsx,计划购电量,DU1,124,20:40-20:50,20:30-20:40,1,proposed_order_mapping
result2.xlsx,计划购电量,DV1,125,20:50-21:00,20:40-20:50,1,proposed_order_mapping
result2.xlsx,计划购电量,DW1,126,21:00-21:10,20:50-21:00,1,proposed_order_mapping
result2.xlsx,计划购电量,DX1,127,21:10-21:20,21:00-21:10,1,proposed_order_mapping
result2.xlsx,计划购电量,DY1,128,21:20-21:30,21:10-21:20,1,proposed_order_mapping
result2.xlsx,计划购电量,DZ1,129,21:30-21:40,21:20-21:30,1,proposed_order_mapping
result2.xlsx,计划购电量,EA1,130,21:40-21:50,21:30-21:40,1,proposed_order_mapping
result2.xlsx,计划购电量,EB1,131,21:50-22:00,21:40-21:50,1,proposed_order_mapping
result2.xlsx,计划购电量,EC1,132,22:00-22:10,21:50-22:00,1,proposed_order_mapping
result2.xlsx,计划购电量,ED1,133,22:10-22:20,22:00-22:10,1,proposed_order_mapping
result2.xlsx,计划购电量,EE1,134,22:20-22:30,22:10-22:20,1,proposed_order_mapping
result2.xlsx,计划购电量,EF1,135,22:30-22:40,22:20-22:30,1,proposed_order_mapping
result2.xlsx,计划购电量,EG1,136,22:40-22:50,22:30-22:40,1,proposed_order_mapping
result2.xlsx,计划购电量,EH1,137,22:50-23:00,22:40-22:50,1,proposed_order_mapping
result2.xlsx,计划购电量,EI1,138,23:00-23:10,22:50-23:00,1,proposed_order_mapping
result2.xlsx,计划购电量,EJ1,139,23:10-23:20,23:00-23:10,1,proposed_order_mapping
result2.xlsx,计划购电量,EK1,140,23:20-23:30,23:10-23:20,1,proposed_order_mapping
result2.xlsx,计划购电量,EL1,141,23:30-23:40,23:20-23:30,1,proposed_order_mapping
result2.xlsx,计划购电量,EM1,142,23:40-23:50,23:30-23:40,1,proposed_order_mapping
result2.xlsx,计划购电量,EN1,143,23:50-0:00+1,23:40-23:50,1,proposed_order_mapping
result2.xlsx,计划购电量,EO1,144,0:00-0:10+1,23:50-24:00,1,proposed_order_mapping
result3.xlsx,计划购电量,B1,1,0:10-0:20,00:00-00:10,1,proposed_order_mapping
result3.xlsx,计划购电量,C1,2,0:20-0:30,00:10-00:20,1,proposed_order_mapping
result3.xlsx,计划购电量,D1,3,0:30-0:40,00:20-00:30,1,proposed_order_mapping
result3.xlsx,计划购电量,E1,4,0:40-0:50,00:30-00:40,1,proposed_order_mapping
result3.xlsx,计划购电量,F1,5,0:50-1:00,00:40-00:50,1,proposed_order_mapping
