date,slot,interval_start,interval_end,observed_available_at,price_available_at,load_kw,pv_actual_kw,load_kwh,pv_actual_kwh,net_load_kwh,price_actual_yuan_per_kwh,price_fixed_yuan_per_kwh,load_source,pv_source,price_source
2025-01-01,11,2025-01-01T01:40,2025-01-01T01:50,2025-01-01T01:50,2025-01-01T01:50,3694.6613,0.0,615.7768833333333,0.0,615.7768833333333,0.478,0.4333,附件/附件2.xlsx::小区负载!L2,附件/附件2.xlsx::光伏发电实际功率!L2,附件/附件4.xlsx::Sheet1!L2
2025-01-01,12,2025-01-01T01:50,2025-01-01T02:00,2025-01-01T02:00,2025-01-01T02:00,4064.73,0.0,677.455,0.0,677.455,0.4941,0.4311,附件/附件2.xlsx::小区负载!M2,附件/附件2.xlsx::光伏发电实际功率!M2,附件/附件4.xlsx::Sheet1!M2
2025-01-01,13,2025-01-01T02:00,2025-01-01T02:10,2025-01-01T02:10,2025-01-01T02:10,3810.671,0.0,635.1118333333333,0.0,635.1118333333333,0.484,0.4293,附件/附件2.xlsx::小区负载!N2,附件/附件2.xlsx::光伏发电实际功率!N2,附件/附件4.xlsx::Sheet1!N2
2025-01-01,14,2025-01-01T02:10,2025-01-01T02:20,2025-01-01T02:20,2025-01-01T02:20,3844.9495,0.0,640.8249166666667,0.0,640.8249166666667,0.4751,0.4324,附件/附件2.xlsx::小区负载!O2,附件/附件2.xlsx::光伏发电实际功率!O2,附件/附件4.xlsx::Sheet1!O2
2025-01-01,15,2025-01-01T02:20,2025-01-01T02:30,2025-01-01T02:30,2025-01-01T02:30,4234.62,0.0,705.77,0.0,705.77,0.488,0.4367,附件/附件2.xlsx::小区负载!P2,附件/附件2.xlsx::光伏发电实际功率!P2,附件/附件4.xlsx::Sheet1!P2
2025-01-01,16,2025-01-01T02:30,2025-01-01T02:40,2025-01-01T02:40,2025-01-01T02:40,4109.9755,0.0,684.9959166666666,0.0,684.9959166666666,0.5215,0.4348,附件/附件2.xlsx::小区负载!Q2,附件/附件2.xlsx::光伏发电实际功率!Q2,附件/附件4.xlsx::Sheet1!Q2
2025-01-01,17,2025-01-01T02:40,2025-01-01T02:50,2025-01-01T02:50,2025-01-01T02:50,3996.8945,0.0,666.1490833333334,0.0,666.1490833333334,0.5498,0.4335,附件/附件2.xlsx::小区负载!R2,附件/附件2.xlsx::光伏发电实际功率!R2,附件/附件4.xlsx::Sheet1!R2
2025-01-01,18,2025-01-01T02:50,2025-01-01T03:00,2025-01-01T03:00,2025-01-01T03:00,4102.19,0.0,683.6983333333333,0.0,683.6983333333333,0.5471,0.4357,附件/附件2.xlsx::小区负载!S2,附件/附件2.xlsx::光伏发电实际功率!S2,附件/附件4.xlsx::Sheet1!S2
2025-01-01,19,2025-01-01T03:00,2025-01-01T03:10,2025-01-01T03:10,2025-01-01T03:10,4086.0577,0.0,681.0096166666666,0.0,681.0096166666666,0.5067,0.4374,附件/附件2.xlsx::小区负载!T2,附件/附件2.xlsx::光伏发电实际功率!T2,附件/附件4.xlsx::Sheet1!T2
2025-01-01,20,2025-01-01T03:10,2025-01-01T03:20,2025-01-01T03:20,2025-01-01T03:20,4133.7626,0.0,688.9604333333333,0.0,688.9604333333333,0.4769,0.4371,附件/附件2.xlsx::小区负载!U2,附件/附件2.xlsx::光伏发电实际功率!U2,附件/附件4.xlsx::Sheet1!U2
2025-01-01,21,2025-01-01T03:20,2025-01-01T03:30,2025-01-01T03:30,2025-01-01T03:30,4179.18,0.0,696.5300000000001,0.0,696.5300000000001,0.4669,0.4356,附件/附件2.xlsx::小区负载!V2,附件/附件2.xlsx::光伏发电实际功率!V2,附件/附件4.xlsx::Sheet1!V2
2025-01-01,22,2025-01-01T03:30,2025-01-01T03:40,2025-01-01T03:40,2025-01-01T03:40,3953.3711,0.0,658.8951833333333,0.0,658.8951833333333,0.4501,0.4353,附件/附件2.xlsx::小区负载!W2,附件/附件2.xlsx::光伏发电实际功率!W2,附件/附件4.xlsx::Sheet1!W2
2025-01-01,23,2025-01-01T03:40,2025-01-01T03:50,2025-01-01T03:50,2025-01-01T03:50,3910.7496,0.0,651.7916,0.0,651.7916,0.4608,0.436,附件/附件2.xlsx::小区负载!X2,附件/附件2.xlsx::光伏发电实际功率!X2,附件/附件4.xlsx::Sheet1!X2
2025-01-01,24,2025-01-01T03:50,2025-01-01T04:00,2025-01-01T04:00,2025-01-01T04:00,4099.31,0.0,683.2183333333334,0.0,683.2183333333334,0.4927,0.4378,附件/附件2.xlsx::小区负载!Y2,附件/附件2.xlsx::光伏发电实际功率!Y2,附件/附件4.xlsx::Sheet1!Y2
2025-01-01,25,2025-01-01T04:00,2025-01-01T04:10,2025-01-01T04:10,2025-01-01T04:10,4123.8623,0.0,687.3103833333333,0.0,687.3103833333333,0.4976,0.4401,附件/附件2.xlsx::小区负载!Z2,附件/附件2.xlsx::光伏发电实际功率!Z2,附件/附件4.xlsx::Sheet1!Z2
2025-01-01,26,2025-01-01T04:10,2025-01-01T04:20,2025-01-01T04:20,2025-01-01T04:20,4169.0068,0.0,694.8344666666667,0.0,694.8344666666667,0.4889,0.4389,附件/附件2.xlsx::小区负载!AA2,附件/附件2.xlsx::光伏发电实际功率!AA2,附件/附件4.xlsx::Sheet1!AA2
2025-01-01,27,2025-01-01T04:20,2025-01-01T04:30,2025-01-01T04:30,2025-01-01T04:30,4260.24,0.0,710.04,0.0,710.04,0.4885,0.4364,附件/附件2.xlsx::小区负载!AB2,附件/附件2.xlsx::光伏发电实际功率!AB2,附件/附件4.xlsx::Sheet1!AB2
2025-01-01,28,2025-01-01T04:30,2025-01-01T04:40,2025-01-01T04:40,2025-01-01T04:40,4217.2222,0.0,702.8703666666667,0.0,702.8703666666667,0.5042,0.4393,附件/附件2.xlsx::小区负载!AC2,附件/附件2.xlsx::光伏发电实际功率!AC2,附件/附件4.xlsx::Sheet1!AC2
2025-01-01,29,2025-01-01T04:40,2025-01-01T04:50,2025-01-01T04:50,2025-01-01T04:50,4261.857,0.0,710.3095,0.0,710.3095,0.5178,0.4422,附件/附件2.xlsx::小区负载!AD2,附件/附件2.xlsx::光伏发电实际功率!AD2,附件/附件4.xlsx::Sheet1!AD2
2025-01-01,30,2025-01-01T04:50,2025-01-01T05:00,2025-01-01T05:00,2025-01-01T05:00,4341.9,0.0,723.65,0.0,723.65,0.5042,0.4395,附件/附件2.xlsx::小区负载!AE2,附件/附件2.xlsx::光伏发电实际功率!AE2,附件/附件4.xlsx::Sheet1!AE2
2025-01-01,31,2025-01-01T05:00,2025-01-01T05:10,2025-01-01T05:10,2025-01-01T05:10,4208.2208,0.0021,701.3701333333333,0.00035,701.3697833333334,0.4639,0.4333,附件/附件2.xlsx::小区负载!AF2,附件/附件2.xlsx::光伏发电实际功率!AF2,附件/附件4.xlsx::Sheet1!AF2
2025-01-01,32,2025-01-01T05:10,2025-01-01T05:20,2025-01-01T05:20,2025-01-01T05:20,4302.1233,0.0,717.0205500000001,0.0,717.0205500000001,0.4899,0.4439,附件/附件2.xlsx::小区负载!AG2,附件/附件2.xlsx::光伏发电实际功率!AG2,附件/附件4.xlsx::Sheet1!AG2
2025-01-01,33,2025-01-01T05:20,2025-01-01T05:30,2025-01-01T05:30,2025-01-01T05:30,4456.59,0.0,742.765,0.0,742.765,0.5194,0.4301,附件/附件2.xlsx::小区负载!AH2,附件/附件2.xlsx::光伏发电实际功率!AH2,附件/附件4.xlsx::Sheet1!AH2
2025-01-01,34,2025-01-01T05:30,2025-01-01T05:40,2025-01-01T05:40,2025-01-01T05:40,4148.637,0.0299,691.4395,0.0049833333333333335,691.4345166666666,0.4459,0.3713,附件/附件2.xlsx::小区负载!AI2,附件/附件2.xlsx::光伏发电实际功率!AI2,附件/附件4.xlsx::Sheet1!AI2
2025-01-01,35,2025-01-01T05:40,2025-01-01T05:50,2025-01-01T05:50,2025-01-01T05:50,4498.1333,0.0,749.6888833333334,0.0,749.6888833333334,0.6726,0.5708,附件/附件2.xlsx::小区负载!AJ2,附件/附件2.xlsx::光伏发电实际功率!AJ2,附件/附件4.xlsx::Sheet1!AJ2
2025-01-01,36,2025-01-01T05:50,2025-01-01T06:00,2025-01-01T06:00,2025-01-01T06:00,5369.38,0.0,894.8966666666666,0.0,894.8966666666666,1.0693,0.9099,附件/附件2.xlsx::小区负载!AK2,附件/附件2.xlsx::光伏发电实际功率!AK2,附件/附件4.xlsx::Sheet1!AK2
2025-01-01,37,2025-01-01T06:00,2025-01-01T06:10,2025-01-01T06:10,2025-01-01T06:10,5440.8991,0.4169,906.8165166666666,0.06948333333333333,906.7470333333332,1.0696,0.9368,附件/附件2.xlsx::小区负载!AL2,附件/附件2.xlsx::光伏发电实际功率!AL2,附件/附件4.xlsx::Sheet1!AL2
2025-01-01,38,2025-01-01T06:10,2025-01-01T06:20,2025-01-01T06:20,2025-01-01T06:20,5316.893,0.0,886.1488333333333,0.0,886.1488333333333,0.9974,0.8758,附件/附件2.xlsx::小区负载!AM2,附件/附件2.xlsx::光伏发电实际功率!AM2,附件/附件4.xlsx::Sheet1!AM2
2025-01-01,39,2025-01-01T06:20,2025-01-01T06:30,2025-01-01T06:30,2025-01-01T06:30,5399.82,0.0,899.9699999999999,0.0,899.9699999999999,1.0451,0.8759,附件/附件2.xlsx::小区负载!AN2,附件/附件2.xlsx::光伏发电实际功率!AN2,附件/附件4.xlsx::Sheet1!AN2
2025-01-01,40,2025-01-01T06:30,2025-01-01T06:40,2025-01-01T06:40,2025-01-01T06:40,5447.4007,5.8062,907.9001166666667,0.9676999999999999,906.9324166666667,1.0684,0.8601,附件/附件2.xlsx::小区负载!AO2,附件/附件2.xlsx::光伏发电实际功率!AO2,附件/附件4.xlsx::Sheet1!AO2
2025-01-01,41,2025-01-01T06:40,2025-01-01T06:50,2025-01-01T06:50,2025-01-01T06:50,5444.401,0.0,907.4001666666667,0.0,907.4001666666667,1.0267,0.8442,附件/附件2.xlsx::小区负载!AP2,附件/附件2.xlsx::光伏发电实际功率!AP2,附件/附件4.xlsx::Sheet1!AP2
2025-01-01,42,2025-01-01T06:50,2025-01-01T07:00,2025-01-01T07:00,2025-01-01T07:00,5433.63,3.075,905.605,0.5125000000000001,905.0925000000001,0.9814,0.8334,附件/附件2.xlsx::小区负载!AQ2,附件/附件2.xlsx::光伏发电实际功率!AQ2,附件/附件4.xlsx::Sheet1!AQ2
2025-01-01,43,2025-01-01T07:00,2025-01-01T07:10,2025-01-01T07:10,2025-01-01T07:10,5449.2818,175.7953,908.2136333333333,29.299216666666666,878.9144166666666,1.0187,0.8092,附件/附件2.xlsx::小区负载!AR2,附件/附件2.xlsx::光伏发电实际功率!AR2,附件/附件4.xlsx::Sheet1!AR2
2025-01-01,44,2025-01-01T07:10,2025-01-01T07:20,2025-01-01T07:20,2025-01-01T07:20,5510.0042,421.496,918.3340333333334,70.24933333333333,848.0847,1.0362,0.7972,附件/附件2.xlsx::小区负载!AS2,附件/附件2.xlsx::光伏发电实际功率!AS2,附件/附件4.xlsx::Sheet1!AS2
2025-01-01,45,2025-01-01T07:20,2025-01-01T07:30,2025-01-01T07:30,2025-01-01T07:30,5476.0,677.1,912.6666666666666,112.85000000000001,799.8166666666666,0.967,0.7644,附件/附件2.xlsx::小区负载!AT2,附件/附件2.xlsx::光伏发电实际功率!AT2,附件/附件4.xlsx::Sheet1!AT2
2025-01-01,46,2025-01-01T07:30,2025-01-01T07:40,2025-01-01T07:40,2025-01-01T07:40,5329.4215,950.8112,888.2369166666667,158.46853333333334,729.7683833333334,0.893,0.6899,附件/附件2.xlsx::小区负载!AU2,附件/附件2.xlsx::光伏发电实际功率!AU2,附件/附件4.xlsx::Sheet1!AU2
2025-01-01,47,2025-01-01T07:40,2025-01-01T07:50,2025-01-01T07:50,2025-01-01T07:50,6084.1163,1255.5705,1014.0193833333333,209.26175,804.7576333333333,1.136,0.86,附件/附件2.xlsx::小区负载!AV2,附件/附件2.xlsx::光伏发电实际功率!AV2,附件/附件4.xlsx::Sheet1!AV2
2025-01-01,48,2025-01-01T07:50,2025-01-01T08:00,2025-01-01T08:00,2025-01-01T08:00,7316.0,1592.2875,1219.3333333333333,265.38124999999997,953.9520833333332,1.5209,1.1617,附件/附件2.xlsx::小区负载!AW2,附件/附件2.xlsx::光伏发电实际功率!AW2,附件/附件4.xlsx::Sheet1!AW2
2025-01-01,49,2025-01-01T08:00,2025-01-01T08:10,2025-01-01T08:10,2025-01-01T08:10,7469.4947,1937.5212,1244.9157833333334,322.92019999999997,921.9955833333333,1.5206,1.1683,附件/附件2.xlsx::小区负载!AX2,附件/附件2.xlsx::光伏发电实际功率!AX2,附件/附件4.xlsx::Sheet1!AX2
2025-01-01,50,2025-01-01T08:10,2025-01-01T08:20,2025-01-01T08:20,2025-01-01T08:20,7225.691,2225.1261,1204.2818333333332,370.85435,833.4274833333333,1.4132,1.0956,附件/附件2.xlsx::小区负载!AY2,附件/附件2.xlsx::光伏发电实际功率!AY2,附件/附件4.xlsx::Sheet1!AY2
2025-01-01,51,2025-01-01T08:20,2025-01-01T08:30,2025-01-01T08:30,2025-01-01T08:30,7216.13,2490.1125,1202.6883333333333,415.01875,787.6695833333333,1.3895,1.0849,附件/附件2.xlsx::小区负载!AZ2,附件/附件2.xlsx::光伏发电实际功率!AZ2,附件/附件4.xlsx::Sheet1!AZ2
2025-01-01,52,2025-01-01T08:30,2025-01-01T08:40,2025-01-01T08:40,2025-01-01T08:40,7361.7004,2826.3146,1226.9500666666665,471.05243333333334,755.8976333333334,1.361,1.061,附件/附件2.xlsx::小区负载!BA2,附件/附件2.xlsx::光伏发电实际功率!BA2,附件/附件4.xlsx::Sheet1!BA2
2025-01-01,53,2025-01-01T08:40,2025-01-01T08:50,2025-01-01T08:50,2025-01-01T08:50,7275.513,3122.1315,1212.5855,520.35525,692.23025,1.3028,1.043,附件/附件2.xlsx::小区负载!BB2,附件/附件2.xlsx::光伏发电实际功率!BB2,附件/附件4.xlsx::Sheet1!BB2
2025-01-01,54,2025-01-01T08:50,2025-01-01T09:00,2025-01-01T09:00,2025-01-01T09:00,7077.29,3350.9625,1179.5483333333334,558.49375,621.0545833333333,1.2562,1.036,附件/附件2.xlsx::小区负载!BC2,附件/附件2.xlsx::光伏发电实际功率!BC2,附件/附件4.xlsx::Sheet1!BC2
2025-01-01,55,2025-01-01T09:00,2025-01-01T09:10,2025-01-01T09:10,2025-01-01T09:10,7221.8762,3601.7977,1203.6460333333332,600.2996166666667,603.3464166666666,1.2749,1.0147,附件/附件2.xlsx::小区负载!BD2,附件/附件2.xlsx::光伏发电实际功率!BD2,附件/附件4.xlsx::Sheet1!BD2
2025-01-01,56,2025-01-01T09:10,2025-01-01T09:20,2025-01-01T09:20,2025-01-01T09:20,7229.5513,3875.6352,1204.9252166666668,645.9392,558.9860166666666,1.2735,0.9922,附件/附件2.xlsx::小区负载!BE2,附件/附件2.xlsx::光伏发电实际功率!BE2,附件/附件4.xlsx::Sheet1!BE2
2025-01-01,57,2025-01-01T09:20,2025-01-01T09:30,2025-01-01T09:30,2025-01-01T09:30,7099.33,4149.825,1183.2216666666666,691.6374999999999,491.5841666666667,1.2135,0.97,附件/附件2.xlsx::小区负载!BF2,附件/附件2.xlsx::光伏发电实际功率!BF2,附件/附件4.xlsx::Sheet1!BF2
2025-01-01,58,2025-01-01T09:30,2025-01-01T09:40,2025-01-01T09:40,2025-01-01T09:40,7297.1521,4403.4802,1216.1920166666666,733.9133666666667,482.27865,1.1586,0.9422,附件/附件2.xlsx::小区负载!BG2,附件/附件2.xlsx::光伏发电实际功率!BG2,附件/附件4.xlsx::Sheet1!BG2
2025-01-01,59,2025-01-01T09:40,2025-01-01T09:50,2025-01-01T09:50,2025-01-01T09:50,7313.1756,4624.7505,1218.8626,770.79175,448.0708499999999,1.2464,0.9569,附件/附件2.xlsx::小区负载!BH2,附件/附件2.xlsx::光伏发电实际功率!BH2,附件/附件4.xlsx::Sheet1!BH2
2025-01-01,60,2025-01-01T09:50,2025-01-01T10:00,2025-01-01T10:00,2025-01-01T10:00,7099.46,4836.6375,1183.2433333333333,806.1062499999999,377.13708333333335,1.3947,0.9977,附件/附件2.xlsx::小区负载!BI2,附件/附件2.xlsx::光伏发电实际功率!BI2,附件/附件4.xlsx::Sheet1!BI2
2025-01-01,61,2025-01-01T10:00,2025-01-01T10:10,2025-01-01T10:10,2025-01-01T10:10,7125.5214,5080.7024,1187.5869,846.7837333333333,340.8031666666666,1.3761,0.9919,附件/附件2.xlsx::小区负载!BJ2,附件/附件2.xlsx::光伏发电实际功率!BJ2,附件/附件4.xlsx::Sheet1!BJ2
2025-01-01,62,2025-01-01T10:10,2025-01-01T10:20,2025-01-01T10:20,2025-01-01T10:20,7096.3104,5338.7528,1182.7184,889.7921333333334,292.92626666666666,1.3294,0.9588,附件/附件2.xlsx::小区负载!BK2,附件/附件2.xlsx::光伏发电实际功率!BK2,附件/附件4.xlsx::Sheet1!BK2
2025-01-01,63,2025-01-01T10:20,2025-01-01T10:30,2025-01-01T10:30,2025-01-01T10:30,6986.17,5494.725,1164.3616666666667,915.7875,248.57416666666663,1.3646,0.9549,附件/附件2.xlsx::小区负载!BL2,附件/附件2.xlsx::光伏发电实际功率!BL2,附件/附件4.xlsx::Sheet1!BL2
2025-01-01,64,2025-01-01T10:30,2025-01-01T10:40,2025-01-01T10:40,2025-01-01T10:40,7098.9702,5437.9778,1183.1616999999999,906.3296333333333,276.83206666666666,1.4099,0.9839,附件/附件2.xlsx::小区负载!BM2,附件/附件2.xlsx::光伏发电实际功率!BM2,附件/附件4.xlsx::Sheet1!BM2
2025-01-01,65,2025-01-01T10:40,2025-01-01T10:50,2025-01-01T10:50,2025-01-01T10:50,7193.993,5396.2126,1198.9988333333333,899.3687666666666,299.6300666666668,1.1773,0.799,附件/附件2.xlsx::小区负载!BN2,附件/附件2.xlsx::光伏发电实际功率!BN2,附件/附件4.xlsx::Sheet1!BN2
2025-01-01,66,2025-01-01T10:50,2025-01-01T11:00,2025-01-01T11:00,2025-01-01T11:00,7135.18,5372.1,1189.1966666666667,895.35,293.84666666666664,0.806,0.5025,附件/附件2.xlsx::小区负载!BO2,附件/附件2.xlsx::光伏发电实际功率!BO2,附件/附件4.xlsx::Sheet1!BO2
2025-01-01,67,2025-01-01T11:00,2025-01-01T11:10,2025-01-01T11:10,2025-01-01T11:10,7042.947,5182.9722,1173.8245,863.8287,309.9958,0.7483,0.4662,附件/附件2.xlsx::小区负载!BP2,附件/附件2.xlsx::光伏发电实际功率!BP2,附件/附件4.xlsx::Sheet1!BP2
2025-01-01,68,2025-01-01T11:10,2025-01-01T11:20,2025-01-01T11:20,2025-01-01T11:20,7069.1675,5131.5011,1178.1945833333332,855.2501833333334,322.94439999999986,0.7981,0.5007,附件/附件2.xlsx::小区负载!BQ2,附件/附件2.xlsx::光伏发电实际功率!BQ2,附件/附件4.xlsx::Sheet1!BQ2
2025-01-01,69,2025-01-01T11:20,2025-01-01T11:30,2025-01-01T11:30,2025-01-01T11:30,7129.17,5294.775,1188.195,882.4625,305.7325000000001,0.7929,0.4827,附件/附件2.xlsx::小区负载!BR2,附件/附件2.xlsx::光伏发电实际功率!BR2,附件/附件4.xlsx::Sheet1!BR2
2025-01-01,70,2025-01-01T11:30,2025-01-01T11:40,2025-01-01T11:40,2025-01-01T11:40,6971.0393,5434.7444,1161.8398833333333,905.7907333333333,256.0491500000001,0.7713,0.4785,附件/附件2.xlsx::小区负载!BS2,附件/附件2.xlsx::光伏发电实际功率!BS2,附件/附件4.xlsx::Sheet1!BS2
2025-01-01,71,2025-01-01T11:40,2025-01-01T11:50,2025-01-01T11:50,2025-01-01T11:50,6648.4937,5455.5011,1108.0822833333334,909.2501833333334,198.83209999999994,0.726,0.4662,附件/附件2.xlsx::小区负载!BT2,附件/附件2.xlsx::光伏发电实际功率!BT2,附件/附件4.xlsx::Sheet1!BT2
2025-01-01,72,2025-01-01T11:50,2025-01-01T12:00,2025-01-01T12:00,2025-01-01T12:00,6471.29,5331.7125,1078.5483333333334,888.61875,189.9295833333334,0.7133,0.4432,附件/附件2.xlsx::小区负载!BU2,附件/附件2.xlsx::光伏发电实际功率!BU2,附件/附件4.xlsx::Sheet1!BU2
2025-01-01,73,2025-01-01T12:00,2025-01-01T12:10,2025-01-01T12:10,2025-01-01T12:10,6681.1855,5126.6533,1113.5309166666666,854.4422166666667,259.08869999999996,0.8026,0.4411,附件/附件2.xlsx::小区负载!BV2,附件/附件2.xlsx::光伏发电实际功率!BV2,附件/附件4.xlsx::Sheet1!BV2
2025-01-01,74,2025-01-01T12:10,2025-01-01T12:20,2025-01-01T12:20,2025-01-01T12:20,6585.2714,5118.4895,1097.5452333333333,853.0815833333332,244.46365,0.8183,0.4551,附件/附件2.xlsx::小区负载!BW2,附件/附件2.xlsx::光伏发电实际功率!BW2,附件/附件4.xlsx::Sheet1!BW2
2025-01-01,75,2025-01-01T12:20,2025-01-01T12:30,2025-01-01T12:30,2025-01-01T12:30,6283.97,5302.575,1047.3283333333334,883.7624999999999,163.56583333333342,0.7305,0.4463,附件/附件2.xlsx::小区负载!BX2,附件/附件2.xlsx::光伏发电实际功率!BX2,附件/附件4.xlsx::Sheet1!BX2
2025-01-01,76,2025-01-01T12:30,2025-01-01T12:40,2025-01-01T12:40,2025-01-01T12:40,6547.9322,5399.7996,1091.3220333333334,899.9666000000001,191.3554333333333,0.712,0.4113,附件/附件2.xlsx::小区负载!BY2,附件/附件2.xlsx::光伏发电实际功率!BY2,附件/附件4.xlsx::Sheet1!BY2
2025-01-01,77,2025-01-01T12:40,2025-01-01T12:50,2025-01-01T12:50,2025-01-01T12:50,6747.6789,5377.6488,1124.61315,896.2748,228.33835,0.903,0.5682,附件/附件2.xlsx::小区负载!BZ2,附件/附件2.xlsx::光伏发电实际功率!BZ2,附件/附件4.xlsx::Sheet1!BZ2
2025-01-01,78,2025-01-01T12:50,2025-01-01T13:00,2025-01-01T13:00,2025-01-01T13:00,6682.36,5261.8125,1113.7266666666667,876.96875,236.7579166666666,1.1525,0.8279,附件/附件2.xlsx::小区负载!CA2,附件/附件2.xlsx::光伏发电实际功率!CA2,附件/附件4.xlsx::Sheet1!CA2
2025-01-01,79,2025-01-01T13:00,2025-01-01T13:10,2025-01-01T13:10,2025-01-01T13:10,6790.9628,5097.6164,1131.8271333333334,849.6027333333333,282.22440000000006,1.1607,0.8636,附件/附件2.xlsx::小区负载!CB2,附件/附件2.xlsx::光伏发电实际功率!CB2,附件/附件4.xlsx::Sheet1!CB2
2025-01-01,80,2025-01-01T13:10,2025-01-01T13:20,2025-01-01T13:20,2025-01-01T13:20,6916.0165,5029.4534,1152.6694166666666,838.2422333333334,314.42718333333323,1.1437,0.8416,附件/附件2.xlsx::小区负载!CC2,附件/附件2.xlsx::光伏发电实际功率!CC2,附件/附件4.xlsx::Sheet1!CC2
2025-01-01,81,2025-01-01T13:20,2025-01-01T13:30,2025-01-01T13:30,2025-01-01T13:30,6834.78,5043.8625,1139.1299999999999,840.6437500000001,298.4862499999999,1.1537,0.8618,附件/附件2.xlsx::小区负载!CD2,附件/附件2.xlsx::光伏发电实际功率!CD2,附件/附件4.xlsx::Sheet1!CD2
2025-01-01,82,2025-01-01T13:30,2025-01-01T13:40,2025-01-01T13:40,2025-01-01T13:40,6546.5252,4973.5844,1091.0875333333333,828.9307333333333,262.15680000000003,1.0571,0.8623,附件/附件2.xlsx::小区负载!CE2,附件/附件2.xlsx::光伏发电实际功率!CE2,附件/附件4.xlsx::Sheet1!CE2
2025-01-01,83,2025-01-01T13:40,2025-01-01T13:50,2025-01-01T13:50,2025-01-01T13:50,6539.873,4769.7524,1089.9788333333333,794.9587333333334,295.0200999999999,1.1423,0.9026,附件/附件2.xlsx::小区负载!CF2,附件/附件2.xlsx::光伏发电实际功率!CF2,附件/附件4.xlsx::Sheet1!CF2
2025-01-01,84,2025-01-01T13:50,2025-01-01T14:00,2025-01-01T14:00,2025-01-01T14:00,6773.97,4478.625,1128.9950000000001,746.4375,382.55750000000006,1.3627,0.9754,附件/附件2.xlsx::小区负载!CG2,附件/附件2.xlsx::光伏发电实际功率!CG2,附件/附件4.xlsx::Sheet1!CG2
