issue_time,lead_hours,target_time,pv_forecast_kw,actual_target_available,source
2025-01-01T12:00,3,2025-01-01T15:00,3365.5312,1,附件/附件3.xlsx::Sheet1!E4
2025-01-01T12:00,4,2025-01-01T16:00,1504.2156,1,附件/附件3.xlsx::Sheet1!F4
2025-01-01T12:00,5,2025-01-01T17:00,2.8622,1,附件/附件3.xlsx::Sheet1!G4
2025-01-01T12:00,6,2025-01-01T18:00,0.0,1,附件/附件3.xlsx::Sheet1!H4
2025-01-01T12:00,7,2025-01-01T19:00,0.0,1,附件/附件3.xlsx::Sheet1!I4
2025-01-01T12:00,8,2025-01-01T20:00,0.0,1,附件/附件3.xlsx::Sheet1!J4
2025-01-01T12:00,9,2025-01-01T21:00,0.0,1,附件/附件3.xlsx::Sheet1!K4
2025-01-01T12:00,10,2025-01-01T22:00,0.0,1,附件/附件3.xlsx::Sheet1!L4
2025-01-01T12:00,11,2025-01-01T23:00,0.0,1,附件/附件3.xlsx::Sheet1!M4
2025-01-01T12:00,12,2025-01-02T00:00,0.0,1,附件/附件3.xlsx::Sheet1!N4
2025-01-01T12:00,13,2025-01-02T01:00,0.0,1,附件/附件3.xlsx::Sheet1!O4
2025-01-01T12:00,14,2025-01-02T02:00,0.0,1,附件/附件3.xlsx::Sheet1!P4
2025-01-01T12:00,15,2025-01-02T03:00,0.0,1,附件/附件3.xlsx::Sheet1!Q4
2025-01-01T12:00,16,2025-01-02T04:00,0.0,1,附件/附件3.xlsx::Sheet1!R4
2025-01-01T12:00,17,2025-01-02T05:00,0.0,1,附件/附件3.xlsx::Sheet1!S4
2025-01-01T12:00,18,2025-01-02T06:00,0.0,1,附件/附件3.xlsx::Sheet1!T4
2025-01-01T12:00,19,2025-01-02T07:00,6.8708,1,附件/附件3.xlsx::Sheet1!U4
2025-01-01T12:00,20,2025-01-02T08:00,1827.9739,1,附件/附件3.xlsx::Sheet1!V4
2025-01-01T12:00,21,2025-01-02T09:00,3207.1033,1,附件/附件3.xlsx::Sheet1!W4
2025-01-01T12:00,22,2025-01-02T10:00,4565.1144,1,附件/附件3.xlsx::Sheet1!X4
2025-01-01T12:00,23,2025-01-02T11:00,6040.8,1,附件/附件3.xlsx::Sheet1!Y4
2025-01-01T12:00,24,2025-01-02T12:00,6339.1125,1,附件/附件3.xlsx::Sheet1!Z4
2025-01-01T18:00,1,2025-01-01T19:00,0.0,1,附件/附件3.xlsx::Sheet1!C5
2025-01-01T18:00,2,2025-01-01T20:00,0.0,1,附件/附件3.xlsx::Sheet1!D5
2025-01-01T18:00,3,2025-01-01T21:00,0.0,1,附件/附件3.xlsx::Sheet1!E5
2025-01-01T18:00,4,2025-01-01T22:00,0.0,1,附件/附件3.xlsx::Sheet1!F5
2025-01-01T18:00,5,2025-01-01T23:00,0.0,1,附件/附件3.xlsx::Sheet1!G5
2025-01-01T18:00,6,2025-01-02T00:00,0.0,1,附件/附件3.xlsx::Sheet1!H5
2025-01-01T18:00,7,2025-01-02T01:00,0.0,1,附件/附件3.xlsx::Sheet1!I5
2025-01-01T18:00,8,2025-01-02T02:00,0.0,1,附件/附件3.xlsx::Sheet1!J5
2025-01-01T18:00,9,2025-01-02T03:00,0.0,1,附件/附件3.xlsx::Sheet1!K5
2025-01-01T18:00,10,2025-01-02T04:00,0.0,1,附件/附件3.xlsx::Sheet1!L5
2025-01-01T18:00,11,2025-01-02T05:00,0.0,1,附件/附件3.xlsx::Sheet1!M5
2025-01-01T18:00,12,2025-01-02T06:00,0.0,1,附件/附件3.xlsx::Sheet1!N5
2025-01-01T18:00,13,2025-01-02T07:00,5.5153,1,附件/附件3.xlsx::Sheet1!O5
2025-01-01T18:00,14,2025-01-02T08:00,1227.5446,1,附件/附件3.xlsx::Sheet1!P5
2025-01-01T18:00,15,2025-01-02T09:00,2350.4812,1,附件/附件3.xlsx::Sheet1!Q5
2025-01-01T18:00,16,2025-01-02T10:00,3845.2786,1,附件/附件3.xlsx::Sheet1!R5
2025-01-01T18:00,17,2025-01-02T11:00,4815.3247,1,附件/附件3.xlsx::Sheet1!S5
2025-01-01T18:00,18,2025-01-02T12:00,4086.8116,1,附件/附件3.xlsx::Sheet1!T5
2025-01-01T18:00,19,2025-01-02T13:00,4228.7374,1,附件/附件3.xlsx::Sheet1!U5
2025-01-01T18:00,20,2025-01-02T14:00,3799.2978,1,附件/附件3.xlsx::Sheet1!V5
2025-01-01T18:00,21,2025-01-02T15:00,2472.4285,1,附件/附件3.xlsx::Sheet1!W5
2025-01-01T18:00,22,2025-01-02T16:00,1182.0118,1,附件/附件3.xlsx::Sheet1!X5
2025-01-01T18:00,23,2025-01-02T17:00,5.091,1,附件/附件3.xlsx::Sheet1!Y5
2025-01-01T18:00,24,2025-01-02T18:00,0.0,1,附件/附件3.xlsx::Sheet1!Z5
2025-01-02T00:00,1,2025-01-02T01:00,0.0,1,附件/附件3.xlsx::Sheet1!C6
2025-01-02T00:00,2,2025-01-02T02:00,0.0,1,附件/附件3.xlsx::Sheet1!D6
2025-01-02T00:00,3,2025-01-02T03:00,0.0,1,附件/附件3.xlsx::Sheet1!E6
2025-01-02T00:00,4,2025-01-02T04:00,0.0,1,附件/附件3.xlsx::Sheet1!F6
2025-01-02T00:00,5,2025-01-02T05:00,0.0,1,附件/附件3.xlsx::Sheet1!G6
2025-01-02T00:00,6,2025-01-02T06:00,0.0,1,附件/附件3.xlsx::Sheet1!H6
2025-01-02T00:00,7,2025-01-02T07:00,6.3604,1,附件/附件3.xlsx::Sheet1!I6
2025-01-02T00:00,8,2025-01-02T08:00,1424.7328,1,附件/附件3.xlsx::Sheet1!J6
2025-01-02T00:00,9,2025-01-02T09:00,2844.2052,1,附件/附件3.xlsx::Sheet1!K6
2025-01-02T00:00,10,2025-01-02T10:00,3600.2106,1,附件/附件3.xlsx::Sheet1!L6
2025-01-02T00:00,11,2025-01-02T11:00,4746.2786,1,附件/附件3.xlsx::Sheet1!M6
2025-01-02T00:00,12,2025-01-02T12:00,4915.505,1,附件/附件3.xlsx::Sheet1!N6
2025-01-02T00:00,13,2025-01-02T13:00,5251.6498,1,附件/附件3.xlsx::Sheet1!O6
2025-01-02T00:00,14,2025-01-02T14:00,4965.3525,1,附件/附件3.xlsx::Sheet1!P6
2025-01-02T00:00,15,2025-01-02T15:00,3588.0375,1,附件/附件3.xlsx::Sheet1!Q6
2025-01-02T00:00,16,2025-01-02T16:00,1839.6,1,附件/附件3.xlsx::Sheet1!R6
2025-01-02T00:00,17,2025-01-02T17:00,8.0706,1,附件/附件3.xlsx::Sheet1!S6
2025-01-02T00:00,18,2025-01-02T18:00,0.0,1,附件/附件3.xlsx::Sheet1!T6
2025-01-02T00:00,19,2025-01-02T19:00,0.0,1,附件/附件3.xlsx::Sheet1!U6
2025-01-02T00:00,20,2025-01-02T20:00,0.0,1,附件/附件3.xlsx::Sheet1!V6
2025-01-02T00:00,21,2025-01-02T21:00,0.0,1,附件/附件3.xlsx::Sheet1!W6
2025-01-02T00:00,22,2025-01-02T22:00,0.0,1,附件/附件3.xlsx::Sheet1!X6
2025-01-02T00:00,23,2025-01-02T23:00,0.0,1,附件/附件3.xlsx::Sheet1!Y6
2025-01-02T00:00,24,2025-01-03T00:00,0.0,1,附件/附件3.xlsx::Sheet1!Z6
2025-01-02T06:00,1,2025-01-02T07:00,6.5122,1,附件/附件3.xlsx::Sheet1!C7
2025-01-02T06:00,2,2025-01-02T08:00,1453.1843,1,附件/附件3.xlsx::Sheet1!D7
2025-01-02T06:00,3,2025-01-02T09:00,3099.4257,1,附件/附件3.xlsx::Sheet1!E7
2025-01-02T06:00,4,2025-01-02T10:00,4269.3966,1,附件/附件3.xlsx::Sheet1!F7
2025-01-02T06:00,5,2025-01-02T11:00,5146.0167,1,附件/附件3.xlsx::Sheet1!G7
2025-01-02T06:00,6,2025-01-02T12:00,5556.849,1,附件/附件3.xlsx::Sheet1!H7
2025-01-02T06:00,7,2025-01-02T13:00,5946.4073,1,附件/附件3.xlsx::Sheet1!I7
2025-01-02T06:00,8,2025-01-02T14:00,5359.9875,1,附件/附件3.xlsx::Sheet1!J7
2025-01-02T06:00,9,2025-01-02T15:00,3342.8554,1,附件/附件3.xlsx::Sheet1!K7
2025-01-02T06:00,10,2025-01-02T16:00,1758.32,1,附件/附件3.xlsx::Sheet1!L7
2025-01-02T06:00,11,2025-01-02T17:00,6.5192,1,附件/附件3.xlsx::Sheet1!M7
2025-01-02T06:00,12,2025-01-02T18:00,0.0,1,附件/附件3.xlsx::Sheet1!N7
2025-01-02T06:00,13,2025-01-02T19:00,0.0,1,附件/附件3.xlsx::Sheet1!O7
2025-01-02T06:00,14,2025-01-02T20:00,0.0,1,附件/附件3.xlsx::Sheet1!P7
2025-01-02T06:00,15,2025-01-02T21:00,0.0,1,附件/附件3.xlsx::Sheet1!Q7
2025-01-02T06:00,16,2025-01-02T22:00,0.0,1,附件/附件3.xlsx::Sheet1!R7
2025-01-02T06:00,17,2025-01-02T23:00,0.0,1,附件/附件3.xlsx::Sheet1!S7
2025-01-02T06:00,18,2025-01-03T00:00,0.0,1,附件/附件3.xlsx::Sheet1!T7
2025-01-02T06:00,19,2025-01-03T01:00,0.0,1,附件/附件3.xlsx::Sheet1!U7
2025-01-02T06:00,20,2025-01-03T02:00,0.0,1,附件/附件3.xlsx::Sheet1!V7
2025-01-02T06:00,21,2025-01-03T03:00,0.0,1,附件/附件3.xlsx::Sheet1!W7
2025-01-02T06:00,22,2025-01-03T04:00,0.0,1,附件/附件3.xlsx::Sheet1!X7
2025-01-02T06:00,23,2025-01-03T05:00,0.0,1,附件/附件3.xlsx::Sheet1!Y7
2025-01-02T06:00,24,2025-01-03T06:00,0.0,1,附件/附件3.xlsx::Sheet1!Z7
2025-01-02T12:00,1,2025-01-02T13:00,5392.7373,1,附件/附件3.xlsx::Sheet1!C8
2025-01-02T12:00,2,2025-01-02T14:00,4793.417,1,附件/附件3.xlsx::Sheet1!D8
2025-01-02T12:00,3,2025-01-02T15:00,3115.7896,1,附件/附件3.xlsx::Sheet1!E8
2025-01-02T12:00,4,2025-01-02T16:00,1653.8059,1,附件/附件3.xlsx::Sheet1!F8
2025-01-02T12:00,5,2025-01-02T17:00,6.4763,1,附件/附件3.xlsx::Sheet1!G8
2025-01-02T12:00,6,2025-01-02T18:00,0.0,1,附件/附件3.xlsx::Sheet1!H8
2025-01-02T12:00,7,2025-01-02T19:00,0.0,1,附件/附件3.xlsx::Sheet1!I8
2025-01-02T12:00,8,2025-01-02T20:00,0.0,1,附件/附件3.xlsx::Sheet1!J8
2025-01-02T12:00,9,2025-01-02T21:00,0.0,1,附件/附件3.xlsx::Sheet1!K8
2025-01-02T12:00,10,2025-01-02T22:00,0.0,1,附件/附件3.xlsx::Sheet1!L8
2025-01-02T12:00,11,2025-01-02T23:00,0.0,1,附件/附件3.xlsx::Sheet1!M8
2025-01-02T12:00,12,2025-01-03T00:00,0.0,1,附件/附件3.xlsx::Sheet1!N8
2025-01-02T12:00,13,2025-01-03T01:00,0.0,1,附件/附件3.xlsx::Sheet1!O8
2025-01-02T12:00,14,2025-01-03T02:00,0.0,1,附件/附件3.xlsx::Sheet1!P8
2025-01-02T12:00,15,2025-01-03T03:00,0.0,1,附件/附件3.xlsx::Sheet1!Q8
2025-01-02T12:00,16,2025-01-03T04:00,0.0,1,附件/附件3.xlsx::Sheet1!R8
2025-01-02T12:00,17,2025-01-03T05:00,0.0,1,附件/附件3.xlsx::Sheet1!S8
2025-01-02T12:00,18,2025-01-03T06:00,0.0,1,附件/附件3.xlsx::Sheet1!T8
2025-01-02T12:00,19,2025-01-03T07:00,11.4514,1,附件/附件3.xlsx::Sheet1!U8
2025-01-02T12:00,20,2025-01-03T08:00,1377.1773,1,附件/附件3.xlsx::Sheet1!V8
2025-01-02T12:00,21,2025-01-03T09:00,3653.775,1,附件/附件3.xlsx::Sheet1!W8
2025-01-02T12:00,22,2025-01-03T10:00,4903.35,1,附件/附件3.xlsx::Sheet1!X8
2025-01-02T12:00,23,2025-01-03T11:00,5017.1291,1,附件/附件3.xlsx::Sheet1!Y8
2025-01-02T12:00,24,2025-01-03T12:00,6339.1125,1,附件/附件3.xlsx::Sheet1!Z8
2025-01-02T18:00,1,2025-01-02T19:00,0.0,1,附件/附件3.xlsx::Sheet1!C9
2025-01-02T18:00,2,2025-01-02T20:00,0.0,1,附件/附件3.xlsx::Sheet1!D9
2025-01-02T18:00,3,2025-01-02T21:00,0.0,1,附件/附件3.xlsx::Sheet1!E9
2025-01-02T18:00,4,2025-01-02T22:00,0.0,1,附件/附件3.xlsx::Sheet1!F9
2025-01-02T18:00,5,2025-01-02T23:00,0.0,1,附件/附件3.xlsx::Sheet1!G9
2025-01-02T18:00,6,2025-01-03T00:00,0.0,1,附件/附件3.xlsx::Sheet1!H9
2025-01-02T18:00,7,2025-01-03T01:00,0.0,1,附件/附件3.xlsx::Sheet1!I9
2025-01-02T18:00,8,2025-01-03T02:00,0.0,1,附件/附件3.xlsx::Sheet1!J9
2025-01-02T18:00,9,2025-01-03T03:00,0.0,1,附件/附件3.xlsx::Sheet1!K9
2025-01-02T18:00,10,2025-01-03T04:00,0.0,1,附件/附件3.xlsx::Sheet1!L9
2025-01-02T18:00,11,2025-01-03T05:00,0.0,1,附件/附件3.xlsx::Sheet1!M9
2025-01-02T18:00,12,2025-01-03T06:00,0.0,1,附件/附件3.xlsx::Sheet1!N9
2025-01-02T18:00,13,2025-01-03T07:00,9.5321,1,附件/附件3.xlsx::Sheet1!O9
2025-01-02T18:00,14,2025-01-03T08:00,1513.0067,1,附件/附件3.xlsx::Sheet1!P9
2025-01-02T18:00,15,2025-01-03T09:00,2860.0466,1,附件/附件3.xlsx::Sheet1!Q9
2025-01-02T18:00,16,2025-01-03T10:00,3793.6223,1,附件/附件3.xlsx::Sheet1!R9
2025-01-02T18:00,17,2025-01-03T11:00,4445.8828,1,附件/附件3.xlsx::Sheet1!S9
2025-01-02T18:00,18,2025-01-03T12:00,4246.4353,1,附件/附件3.xlsx::Sheet1!T9
2025-01-02T18:00,19,2025-01-03T13:00,4365.3181,1,附件/附件3.xlsx::Sheet1!U9
2025-01-02T18:00,20,2025-01-03T14:00,4051.699,1,附件/附件3.xlsx::Sheet1!V9
2025-01-02T18:00,21,2025-01-03T15:00,2758.4743,1,附件/附件3.xlsx::Sheet1!W9
2025-01-02T18:00,22,2025-01-03T16:00,1424.3298,1,附件/附件3.xlsx::Sheet1!X9
2025-01-02T18:00,23,2025-01-03T17:00,11.2687,1,附件/附件3.xlsx::Sheet1!Y9
2025-01-02T18:00,24,2025-01-03T18:00,0.0,1,附件/附件3.xlsx::Sheet1!Z9
2025-01-03T00:00,1,2025-01-03T01:00,0.0,1,附件/附件3.xlsx::Sheet1!C10
2025-01-03T00:00,2,2025-01-03T02:00,0.0,1,附件/附件3.xlsx::Sheet1!D10
2025-01-03T00:00,3,2025-01-03T03:00,0.0,1,附件/附件3.xlsx::Sheet1!E10
2025-01-03T00:00,4,2025-01-03T04:00,0.0,1,附件/附件3.xlsx::Sheet1!F10
2025-01-03T00:00,5,2025-01-03T05:00,0.0,1,附件/附件3.xlsx::Sheet1!G10
2025-01-03T00:00,6,2025-01-03T06:00,0.0,1,附件/附件3.xlsx::Sheet1!H10
2025-01-03T00:00,7,2025-01-03T07:00,9.2912,1,附件/附件3.xlsx::Sheet1!I10
2025-01-03T00:00,8,2025-01-03T08:00,1514.0314,1,附件/附件3.xlsx::Sheet1!J10
2025-01-03T00:00,9,2025-01-03T09:00,3078.4182,1,附件/附件3.xlsx::Sheet1!K10
2025-01-03T00:00,10,2025-01-03T10:00,4510.5495,1,附件/附件3.xlsx::Sheet1!L10
2025-01-03T00:00,11,2025-01-03T11:00,5403.0295,1,附件/附件3.xlsx::Sheet1!M10
2025-01-03T00:00,12,2025-01-03T12:00,6228.0795,1,附件/附件3.xlsx::Sheet1!N10
2025-01-03T00:00,13,2025-01-03T13:00,5051.5846,1,附件/附件3.xlsx::Sheet1!O10
2025-01-03T00:00,14,2025-01-03T14:00,5134.1073,1,附件/附件3.xlsx::Sheet1!P10
2025-01-03T00:00,15,2025-01-03T15:00,3661.5375,1,附件/附件3.xlsx::Sheet1!Q10
2025-01-03T00:00,16,2025-01-03T16:00,1457.3727,1,附件/附件3.xlsx::Sheet1!R10
2025-01-03T00:00,17,2025-01-03T17:00,10.9081,1,附件/附件3.xlsx::Sheet1!S10
2025-01-03T00:00,18,2025-01-03T18:00,0.0,1,附件/附件3.xlsx::Sheet1!T10
2025-01-03T00:00,19,2025-01-03T19:00,0.0,1,附件/附件3.xlsx::Sheet1!U10
2025-01-03T00:00,20,2025-01-03T20:00,0.0,1,附件/附件3.xlsx::Sheet1!V10
2025-01-03T00:00,21,2025-01-03T21:00,0.0,1,附件/附件3.xlsx::Sheet1!W10
2025-01-03T00:00,22,2025-01-03T22:00,0.0,1,附件/附件3.xlsx::Sheet1!X10
2025-01-03T00:00,23,2025-01-03T23:00,0.0,1,附件/附件3.xlsx::Sheet1!Y10
2025-01-03T00:00,24,2025-01-04T00:00,0.0,1,附件/附件3.xlsx::Sheet1!Z10
2025-01-03T06:00,1,2025-01-03T07:00,10.1517,1,附件/附件3.xlsx::Sheet1!C11
2025-01-03T06:00,2,2025-01-03T08:00,1543.8265,1,附件/附件3.xlsx::Sheet1!D11
2025-01-03T06:00,3,2025-01-03T09:00,3340.5575,1,附件/附件3.xlsx::Sheet1!E11
2025-01-03T06:00,4,2025-01-03T10:00,4903.35,1,附件/附件3.xlsx::Sheet1!F11
2025-01-03T06:00,5,2025-01-03T11:00,5614.4735,1,附件/附件3.xlsx::Sheet1!G11
2025-01-03T06:00,6,2025-01-03T12:00,6339.1125,1,附件/附件3.xlsx::Sheet1!H11
2025-01-03T06:00,7,2025-01-03T13:00,5537.59,1,附件/附件3.xlsx::Sheet1!I11
2025-01-03T06:00,8,2025-01-03T14:00,4719.9642,1,附件/附件3.xlsx::Sheet1!J11
2025-01-03T06:00,9,2025-01-03T15:00,3200.0998,1,附件/附件3.xlsx::Sheet1!K11
2025-01-03T06:00,10,2025-01-03T16:00,1337.2871,1,附件/附件3.xlsx::Sheet1!L11
2025-01-03T06:00,11,2025-01-03T17:00,10.2099,1,附件/附件3.xlsx::Sheet1!M11
2025-01-03T06:00,12,2025-01-03T18:00,0.0,1,附件/附件3.xlsx::Sheet1!N11
2025-01-03T06:00,13,2025-01-03T19:00,0.0,1,附件/附件3.xlsx::Sheet1!O11
2025-01-03T06:00,14,2025-01-03T20:00,0.0,1,附件/附件3.xlsx::Sheet1!P11
2025-01-03T06:00,15,2025-01-03T21:00,0.0,1,附件/附件3.xlsx::Sheet1!Q11
2025-01-03T06:00,16,2025-01-03T22:00,0.0,1,附件/附件3.xlsx::Sheet1!R11
2025-01-03T06:00,17,2025-01-03T23:00,0.0,1,附件/附件3.xlsx::Sheet1!S11
2025-01-03T06:00,18,2025-01-04T00:00,0.0,1,附件/附件3.xlsx::Sheet1!T11
2025-01-03T06:00,19,2025-01-04T01:00,0.0,1,附件/附件3.xlsx::Sheet1!U11
2025-01-03T06:00,20,2025-01-04T02:00,0.0,1,附件/附件3.xlsx::Sheet1!V11
2025-01-03T06:00,21,2025-01-04T03:00,0.0,1,附件/附件3.xlsx::Sheet1!W11
2025-01-03T06:00,22,2025-01-04T04:00,0.0,1,附件/附件3.xlsx::Sheet1!X11
2025-01-03T06:00,23,2025-01-04T05:00,0.0,1,附件/附件3.xlsx::Sheet1!Y11
2025-01-03T06:00,24,2025-01-04T06:00,0.0,1,附件/附件3.xlsx::Sheet1!Z11
2025-01-03T12:00,1,2025-01-03T13:00,5352.8521,1,附件/附件3.xlsx::Sheet1!C12
2025-01-03T12:00,2,2025-01-03T14:00,4911.3123,1,附件/附件3.xlsx::Sheet1!D12
2025-01-03T12:00,3,2025-01-03T15:00,3255.4369,1,附件/附件3.xlsx::Sheet1!E12
2025-01-03T12:00,4,2025-01-03T16:00,1521.1799,1,附件/附件3.xlsx::Sheet1!F12
2025-01-03T12:00,5,2025-01-03T17:00,10.2119,1,附件/附件3.xlsx::Sheet1!G12
2025-01-03T12:00,6,2025-01-03T18:00,0.0,1,附件/附件3.xlsx::Sheet1!H12
2025-01-03T12:00,7,2025-01-03T19:00,0.0,1,附件/附件3.xlsx::Sheet1!I12
2025-01-03T12:00,8,2025-01-03T20:00,0.0,1,附件/附件3.xlsx::Sheet1!J12
2025-01-03T12:00,9,2025-01-03T21:00,0.0,1,附件/附件3.xlsx::Sheet1!K12
2025-01-03T12:00,10,2025-01-03T22:00,0.0,1,附件/附件3.xlsx::Sheet1!L12
2025-01-03T12:00,11,2025-01-03T23:00,0.0,1,附件/附件3.xlsx::Sheet1!M12
2025-01-03T12:00,12,2025-01-04T00:00,0.0,1,附件/附件3.xlsx::Sheet1!N12
2025-01-03T12:00,13,2025-01-04T01:00,0.0,1,附件/附件3.xlsx::Sheet1!O12
2025-01-03T12:00,14,2025-01-04T02:00,0.0,1,附件/附件3.xlsx::Sheet1!P12
2025-01-03T12:00,15,2025-01-04T03:00,0.0,1,附件/附件3.xlsx::Sheet1!Q12
2025-01-03T12:00,16,2025-01-04T04:00,0.0,1,附件/附件3.xlsx::Sheet1!R12
2025-01-03T12:00,17,2025-01-04T05:00,0.0,1,附件/附件3.xlsx::Sheet1!S12
2025-01-03T12:00,18,2025-01-04T06:00,0.0,1,附件/附件3.xlsx::Sheet1!T12
2025-01-03T12:00,19,2025-01-04T07:00,9.7537,1,附件/附件3.xlsx::Sheet1!U12
2025-01-03T12:00,20,2025-01-04T08:00,1081.4534,1,附件/附件3.xlsx::Sheet1!V12
2025-01-03T12:00,21,2025-01-04T09:00,2125.6273,1,附件/附件3.xlsx::Sheet1!W12
2025-01-03T12:00,22,2025-01-04T10:00,3000.3625,1,附件/附件3.xlsx::Sheet1!X12
2025-01-03T12:00,23,2025-01-04T11:00,3974.1294,1,附件/附件3.xlsx::Sheet1!Y12
2025-01-03T12:00,24,2025-01-04T12:00,5987.1209,1,附件/附件3.xlsx::Sheet1!Z12
2025-01-03T18:00,1,2025-01-03T19:00,0.0,1,附件/附件3.xlsx::Sheet1!C13
2025-01-03T18:00,2,2025-01-03T20:00,0.0,1,附件/附件3.xlsx::Sheet1!D13
2025-01-03T18:00,3,2025-01-03T21:00,0.0,1,附件/附件3.xlsx::Sheet1!E13
2025-01-03T18:00,4,2025-01-03T22:00,0.0,1,附件/附件3.xlsx::Sheet1!F13
