date,status,gap,seconds,terminal_penalty_yuan,predicted_objective_yuan
2025-04-08,0,0.0,0.04483909998089075,0.0,35896.39437604638
2025-04-09,0,0.0,0.06514020002214238,0.0,35496.426013659366
2025-04-10,0,0.0,0.05823490000329912,0.0,35550.23922742285
2025-04-11,0,0.0,0.04296369999065064,0.0,13636.08953842821
2025-04-12,0,0.0,0.041676799999549985,0.0,13791.429912616686
2025-04-13,0,0.0,0.0572882000124082,0.0,34826.716604373185
2025-04-14,0,0.0,0.10566880000988021,0.0,34458.88633196517
2025-04-15,0,0.0,0.1019658999866806,0.0,34771.4858382531
2025-04-16,0,0.0,0.07131919998209924,0.0,34368.12539529997
2025-04-17,0,0.0,0.05474809999577701,0.0,34148.36710583944
2025-04-18,0,0.0,0.08220449998043478,0.0,13257.267209557911
2025-04-19,0,0.0,0.1648636999889277,0.0,13205.20034008105
2025-04-20,0,0.0,0.07117180002387613,0.0,33655.75826704005
2025-04-21,0,0.0,0.07591120002325624,0.0,33379.487073151155
2025-04-22,0,0.0,0.06818229999043979,0.0,33305.44709982303
2025-04-23,0,0.0,0.08809590002056211,0.0,33398.7870223964
2025-04-24,0,0.0,0.06293280000681989,0.0,33010.89000903727
2025-04-25,0,0.0,0.10435020001023076,0.0,12583.565761401389
2025-04-26,0,0.0,0.08794040000066161,0.0,12535.857851836161
2025-04-27,0,0.0,0.10911489999853075,0.0,31257.501371118135
2025-04-28,0,0.0,0.062280200014356524,0.0,31378.866051839977
2025-04-29,0,0.0,0.07645490000140853,0.0,31971.431370157356
2025-04-30,0,0.0,0.07369530000141822,0.0,31834.87339205971
2025-05-01,0,0.0,0.07054510002490133,0.0,31571.43129163348
2025-05-02,0,0.0,0.06411349997506477,0.0,12409.52540455866
2025-05-03,0,0.0,0.08571919999667443,0.0,12552.014192114844
2025-05-04,0,0.0,0.07838449999690056,0.0,32353.70436203272
2025-05-05,0,0.0,0.09346810000715777,0.0,32578.715991042787
2025-05-06,0,0.0,0.07827319999341853,0.0,32150.22903150916
2025-05-07,0,0.0,0.07928579999133945,0.0,32360.24620017805
2025-05-08,0,0.0,0.11512970001786016,0.0,33750.7729205303
2025-05-09,0,0.0,0.046131899987813085,0.0,13249.77621161774
2025-05-10,0,0.0,0.04827759999898262,0.0,13195.18774380194
2025-05-11,0,0.0,0.07942379999440163,0.0,33546.55776101193
2025-05-12,0,0.0,0.0698895999812521,0.0,34008.250238785666
2025-05-13,0,0.0,0.06554549999418668,0.0,33699.42781768279
2025-05-14,0,0.0,0.09395859998767264,0.0,33930.26958152545
2025-05-15,0,0.0,0.08396320001338609,0.0,34318.86111853802
2025-05-16,0,0.0,0.05028580001089722,0.0,13313.92373858205
2025-05-17,0,0.0,0.0595333999954164,0.0,13333.138813856189
2025-05-18,0,0.0,0.16388639999786392,0.0,33466.968106620065
2025-05-19,0,0.0,0.10135040001478046,0.0,33249.37416191229
2025-05-20,0,0.0,0.09931990000768565,0.0,32930.29018507812
2025-05-21,0,0.0,0.10069920000387356,0.0,33188.227574120625
2025-05-22,0,0.0,0.09547520001069643,0.0,33292.823868890766
2025-05-23,0,0.0,0.10423720002290793,0.0,13395.035418397089
2025-05-24,0,0.0,0.040991000016219914,0.0,13662.963359146488
2025-05-25,0,0.0,0.06448139998246916,0.0,33159.76293240041
2025-05-26,0,0.0,0.07223400002112612,0.0,32668.130052598306
2025-05-27,0,0.0,0.08719369999016635,0.0,33346.49011600448
2025-05-28,0,0.0,0.06656889998703264,0.0,33058.697494852815
2025-05-29,0,0.0,0.0970058000239078,0.0,33026.82080353901
2025-05-30,0,0.0,0.05433199999970384,0.0,13488.120049276902
2025-05-31,0,0.0,0.0396554000035394,0.0,13795.386437229801
2025-06-01,0,0.0,0.09123459999682382,0.0,33983.45443780694
2025-06-02,0,0.0,0.07952480000676587,0.0,34673.348129327875
2025-06-03,0,0.0,0.08223549998365343,0.0,35432.89401317888
2025-06-04,0,0.0,0.04769399997894652,0.0,36231.26356652632
2025-06-05,0,0.0,0.04449709999607876,0.0,36906.58520816019
2025-06-06,0,0.0,0.047773400001460686,0.0,13972.832615439489
2025-06-07,0,0.0,0.07682269997894764,0.0,14393.518195932327
2025-06-08,0,0.0,0.09519960000761785,0.0,42951.21657296641
2025-06-09,0,0.0,0.0671913999831304,0.0,42066.51709709581
2025-06-10,0,0.0,0.0545939999865368,0.0,42464.10387145353
2025-06-11,0,0.0,0.04928569999174215,0.0,42763.39584498275
2025-06-12,0,0.0,0.09395790001144633,0.0,43590.70868427367
2025-06-13,0,0.0,0.03381500000250526,0.0,16692.893821895257
2025-06-14,0,0.0,0.05586969997966662,0.0,16828.615611658897
2025-06-15,0,0.0,0.040713800000958145,0.0,45004.878023290075
2025-06-16,0,0.0,0.03216599998995662,0.0,45417.685507729366
2025-06-17,0,0.0,0.0340264999831561,0.0,45525.68857681128
2025-06-18,0,0.0,0.034249499993165955,0.0,46061.92418518761
2025-06-19,0,0.0,0.04763779998756945,0.0,45670.54587095592
2025-06-20,0,2.0542687055946917e-16,0.057432299974607304,0.0,17709.361960214217
2025-06-21,0,0.0,0.06306919999769889,0.0,17835.917727733216
2025-06-22,0,0.0,0.03852329999790527,0.0,45234.21254090752
2025-06-23,0,0.0,0.04850219999207184,0.0,44951.927879926356
2025-06-24,0,0.0,0.06382820001454093,0.0,44385.55629128227
2025-06-25,0,0.0,0.04986899998039007,0.0,44532.108967689244
2025-06-26,0,0.0,0.06387810001615435,0.0,44788.98255040452
2025-06-27,0,0.0,0.0659223000111524,0.0,17872.96295120973
2025-06-28,0,0.0,0.07626470000832342,0.0,17971.56422146513
2025-06-29,0,1.6049374794759597e-16,0.049040600017178804,0.0,45334.83520217344
2025-06-30,0,0.0,0.051243599998997524,0.0,45678.40420198713
2025-07-01,0,0.0,0.06186180000077002,0.0,45879.28705792484
2025-07-02,0,0.0,0.11707379997824319,0.0,44503.832761994505
2025-07-03,0,1.6670470518880239e-16,0.08190059999469668,0.0,43645.78435829389
2025-07-04,0,0.0,0.0563321000081487,0.0,17898.929416232746
2025-07-05,0,0.0,0.1689057000039611,0.0,17835.301692967358
2025-07-06,0,0.0,0.04655020000063814,0.0,41631.161855202896
2025-07-07,0,0.0,0.11121250002179295,0.0,41307.22965216441
2025-07-08,0,0.0,0.08202289999462664,0.0,44400.70127209356
2025-07-09,0,0.0,0.06519489997299388,0.0,44055.35694913067
2025-07-10,0,0.0,0.06454540000413544,0.0,44600.313416289406
2025-07-11,0,0.0,0.03900170000270009,0.0,20410.464448480525
2025-07-12,0,0.0,0.1398576000065077,0.0,20495.511211741832
2025-07-13,0,0.0,0.040796700021019205,0.0,44268.80210072918
2025-07-14,0,0.0,0.05668790001072921,0.0,43449.56182496333
2025-07-15,0,0.0,0.052973900019424036,0.0,46345.86131540885
2025-07-16,0,0.0,0.10356200000387616,0.0,45742.52220793629
2025-07-17,0,0.0,0.08124889997998253,0.0,45907.10989204739
2025-07-18,0,0.0,0.05334179999772459,0.0,22162.49662717287
2025-07-19,0,0.0,0.03680800000438467,0.0,22134.070061139533
2025-07-20,0,0.0,0.07318210002267733,0.0,45385.90722657906
2025-07-21,0,0.0,0.0764459999918472,0.0,45902.52490918043
2025-07-22,0,0.0,0.07175390000338666,0.0,47994.94451095784
2025-07-23,0,0.0,0.04557519999798387,0.0,48041.72034478838
2025-07-24,0,0.0,0.04446140001527965,0.0,48340.45169154771
2025-07-25,0,0.0,0.04508519999217242,0.0,23403.25228934845
2025-07-26,0,0.0,0.039307700004428625,0.0,23668.582105225443
2025-07-27,0,0.0,0.05057739999028854,0.0,47927.38782529281
2025-07-28,0,0.0,0.04388350000954233,0.0,48219.58593559839
2025-07-29,0,1.4554304460882822e-16,0.05848320000222884,0.0,49991.79200722923
2025-07-30,0,0.0,0.043074099987279624,0.0,50259.7353665548
2025-07-31,0,0.0,0.06019009998999536,0.0,50051.29153503649
2025-08-01,0,0.0,0.12873679999029264,0.0,24193.184963911634
2025-08-02,0,0.0,0.050216800009366125,0.0,24386.090802007857
2025-08-03,0,0.0,0.05140269998810254,0.0,48865.40154012732
2025-08-04,0,0.0,0.06651370000327006,0.0,48035.941929106506
2025-08-05,0,1.5470937485382515e-16,0.12122539998381399,0.0,47029.84302701763
2025-08-06,0,0.0,0.03805750000174157,0.0,46382.35466211389
2025-08-07,0,0.0,0.04272500000661239,0.0,45692.949869345895
2025-08-08,0,1.5573422263818622e-16,0.08027810000930913,0.0,23360.175724148612
2025-08-09,0,0.0,0.08203709998633713,0.0,23398.258681539945
2025-08-10,0,0.0,0.060328499996103346,0.0,44525.10391847973
2025-08-11,0,0.0,0.07440290000522509,0.0,44851.538356505436
2025-08-12,0,0.0,0.05773630001931451,0.0,44478.262130404146
2025-08-13,0,0.0,0.07079759999760427,0.0,44848.91945894453
2025-08-14,0,1.6395448460760507e-16,0.058976200001779944,0.0,44377.91153805334
2025-08-15,0,0.0,0.037067700002808124,0.0,23177.729497074197
2025-08-16,0,0.0,0.08858400001190603,0.0,23250.13198078179
2025-08-17,0,0.0,0.07780639998964034,0.0,44639.10412088757
2025-08-18,0,0.0,0.06590779998805374,0.0,44483.29060409378
2025-08-19,0,0.0,0.0667851000034716,0.0,44436.86898019306
2025-08-20,0,0.0,0.06330579999485053,0.0,44253.35428949363
2025-08-21,0,0.0,0.08527250000042841,0.0,44570.73028169357
2025-08-22,0,0.0,0.08888070000102744,0.0,23155.497437296486
2025-08-23,0,0.0,0.05183940002461895,0.0,23224.13697644088
2025-08-24,0,0.0,0.12388760002795607,0.0,45202.928455590845
2025-08-25,0,0.0,0.11461969997617416,0.0,45355.37651621951
2025-08-26,0,3.181612164855152e-16,0.0478309000027366,0.0,45737.55214136651
2025-08-27,0,0.0,0.06907009999849834,0.0,45939.36630369624
2025-08-28,0,0.0,0.07192029998986982,0.0,45821.54018191835
2025-08-29,0,0.0,0.05182899997453205,0.0,23905.09668649855
2025-08-30,0,0.0,0.07934309999109246,0.0,23811.65113836661
2025-08-31,0,1.570556413801928e-16,0.059273799997754395,0.0,46327.26051890193
2025-09-01,0,0.0,0.03966360000777058,0.0,46463.71111308822
2025-09-02,0,0.0,0.08799549998366274,0.0,45907.66785826152
2025-09-03,0,0.0,0.07651710000936873,0.0,45844.31685935964
2025-09-04,0,0.0,0.059487299993634224,0.0,46009.583354582595
2025-09-05,0,0.0,0.05952680000336841,0.0,23810.371037604215
2025-09-06,0,0.0,0.040073699987260625,0.0,23925.912302530982
2025-09-07,0,0.0,0.07629499997710809,0.0,45506.00735169552
2025-09-08,0,0.0,0.07015630000387318,0.0,41905.32540885028
2025-09-09,0,0.0,0.05977809999603778,0.0,42513.17257478784
2025-09-10,0,0.0,0.07365340000251308,0.0,42443.52640441591
2025-09-11,0,0.0,0.07006389999878593,0.0,42889.197862113215
2025-09-12,0,0.0,0.05418490001466125,0.0,21184.744717495985
2025-09-13,0,0.0,0.05382990001817234,0.0,21439.084315417844
2025-09-14,0,0.0,0.06674759997986257,0.0,43072.83532512901
2025-09-15,0,0.0,0.06690320000052452,0.0,41072.372460265426
2025-09-16,0,0.0,0.061740599980112165,0.0,40903.74037206101
2025-09-17,0,0.0,0.06731730001047254,0.0,41186.520359145135
2025-09-18,0,0.0,0.0813217000104487,0.0,41074.17201391374
2025-09-19,0,0.0,0.05616269999882206,0.0,19744.929830622998
2025-09-20,0,0.0,0.03853329998673871,0.0,19829.21329590237
2025-09-21,0,0.0,0.044690400012768805,0.0,42428.59754876529
2025-09-22,0,0.0,0.03493500000331551,0.0,40486.19817385449
2025-09-23,0,0.0,0.07526850001886487,0.0,41202.12664134583
2025-09-24,0,0.0,0.05436629999894649,0.0,41169.49208031606
2025-09-25,0,0.0,0.0478904000192415,0.0,41359.13282087426
2025-09-26,0,0.0,0.04921850000391714,0.0,18728.98870665629
2025-09-27,0,0.0,0.04456769998068921,0.0,18829.11204045078
2025-09-28,0,0.0,0.05122319998918101,0.0,41786.7778883594
2025-09-29,0,0.0,0.04636679997202009,0.0,41136.063774456365
2025-09-30,0,0.0,0.04210669998428784,0.0,41700.82182894332
2025-10-01,0,0.0,0.046382400003494695,0.0,41614.10297200429
2025-10-02,0,0.0,0.04999860000680201,0.0,40940.32573419808
2025-10-03,0,0.0,0.061658999999053776,0.0,17725.02523639432
2025-10-04,0,0.0,0.12230220000492409,0.0,18109.730983745812
2025-10-05,0,0.0,0.044362800021190196,0.0,39743.996936133306
2025-10-06,0,0.0,0.08332199999131262,0.0,39601.619662990895
2025-10-07,0,0.0,0.06663400001707487,0.0,39615.808912012566
2025-10-08,0,0.0,0.06416680000256747,0.0,37623.953537806156
2025-10-09,0,0.0,0.06561079999664798,0.0,38142.32277020357
2025-10-10,0,0.0,0.08313870002166368,0.0,16663.74702979053
2025-10-11,0,0.0,0.04269530001329258,0.0,17235.606743203673
2025-10-12,0,0.0,0.073515199997928,0.0,38848.755604822276
2025-10-13,0,0.0,0.07698790001450107,0.0,39448.867142452276
2025-10-14,0,0.0,0.11179779999656603,0.0,39359.68603773694
2025-10-15,0,0.0,0.07278980000410229,0.0,38480.42021928859
2025-10-16,0,0.0,0.06357579998439178,0.0,39049.06473178049
2025-10-17,0,0.0,0.054024299985030666,0.0,16607.01167495921
2025-10-18,0,0.0,0.0530058000003919,0.0,17007.658904760854
2025-10-19,0,0.0,0.06096649999381043,0.0,40450.003242498475
2025-10-20,0,0.0,0.053806699987035245,0.0,41211.57108678837
2025-10-21,0,0.0,0.05624140001600608,0.0,41773.11154287862
2025-10-22,0,0.0,0.05520770000293851,0.0,41369.143464885434
2025-10-23,0,0.0,0.0669101000239607,0.0,41929.13759492019
2025-10-24,0,0.0,0.07087460000184365,0.0,16601.381695651806
2025-10-25,0,0.0,0.05102090002037585,0.0,16897.0950282388
2025-10-26,0,0.0,0.040606999973533675,0.0,42714.82016828428
2025-10-27,0,0.0,0.04927379998844117,0.0,42903.14903557121
2025-10-28,0,0.0,0.051733899977989495,0.0,42707.0704366141
2025-10-29,0,0.0,0.07217739999759942,0.0,42205.32601109019
2025-10-30,0,0.0,0.04620579999755137,0.0,42550.99656481273
2025-10-31,0,0.0,0.07217299999319948,0.0,16979.60984808621
2025-11-01,0,0.0,0.045292000024346635,0.0,17049.42064802728
2025-11-02,0,0.0,0.04940459999488667,0.0,43701.3484008674
2025-11-03,0,0.0,0.05850250000366941,0.0,44233.94205219769
2025-11-04,0,0.0,0.05642420001095161,0.0,44506.34554971746
2025-11-05,0,0.0,0.05313610000303015,0.0,44741.545142149254
2025-11-06,0,0.0,0.05649049999192357,0.0,44548.76066176601
2025-11-07,0,0.0,0.10107130001415499,0.0,17454.979176935103
2025-11-08,0,0.0,0.09458660002565011,0.0,17329.788214565087
2025-11-09,0,0.0,0.04391199999372475,0.0,45495.650391945164
2025-11-10,0,0.0,0.04194090000237338,0.0,45748.647814729615
2025-11-11,0,0.0,0.09689340001204982,0.0,46031.79333596605
2025-11-12,0,0.0,0.11061550001613796,0.0,46453.90427093626
2025-11-13,0,0.0,0.06555050000315532,0.0,46491.02181820636
2025-11-14,0,0.0,0.14537800001562573,0.0,17896.217413592796
2025-11-15,0,0.0,0.07107320000068285,0.0,17775.98097513831
2025-11-16,0,0.0,0.04412530001718551,0.0,47720.713518232806
2025-11-17,0,0.0,0.03933800000231713,0.0,48178.59258770641
2025-11-18,0,0.0,0.05545809998875484,0.0,47957.549413407665
2025-11-19,0,0.0,0.038815799984149635,0.0,48241.41583076012
2025-11-20,0,0.0,0.043991099984850734,0.0,48567.73747424524
2025-11-21,0,0.0,0.08188089999021031,0.0,18282.65888810981
2025-11-22,0,0.0,0.06675410000025295,0.0,18234.238666352918
2025-11-23,0,0.0,0.055574199999682605,0.0,49476.56946890144
2025-11-24,0,0.0,0.05834970000432804,0.0,49383.81692709084
2025-11-25,0,0.0,0.05648220001603477,0.0,49458.06528478818
2025-11-26,0,0.0,0.0624346999975387,0.0,49699.498145521626
2025-11-27,0,0.0,0.06421969999792054,0.0,49850.958498222564
2025-11-28,0,0.0,0.0891704999958165,0.0,18586.06994715973
2025-11-29,0,0.0,0.15697469998849556,0.0,18706.69978990217
2025-11-30,0,0.0,0.07986460000392981,0.0,50908.98220301186
2025-12-01,0,0.0,0.05918320000637323,0.0,51226.30777356822
2025-12-02,0,0.0,0.07382940000388771,0.0,51666.951503816876
2025-12-03,0,0.0,0.03373339999234304,0.0,52261.772277631644
2025-12-04,0,0.0,0.022481599997263402,0.0,52555.4595551075
2025-12-05,0,0.0,0.084811400010949,0.0,19681.80963897788
2025-12-06,0,0.0,0.0701571999816224,0.0,19976.271474188503
2025-12-07,0,0.0,0.03515529999276623,0.0,53746.17440100658
2025-12-08,0,0.0,0.04270590000669472,0.0,55655.585862660024
2025-12-09,0,0.0,0.04677580000134185,0.0,55910.43191215374
2025-12-10,0,0.0,0.041399700014153495,0.0,55596.45505993065
2025-12-11,0,0.0,0.0395495000120718,0.0,56019.48823250611
2025-12-12,0,0.0,0.0725461000110954,0.0,21705.952618358522
2025-12-13,0,0.0,0.08329830001457594,0.0,22018.380397827368
2025-12-14,0,0.0,0.04350440000416711,0.0,56463.931358458394
2025-12-15,0,0.0,0.04370479998760857,0.0,57669.011987861355
2025-12-16,0,0.0,0.04032929998356849,0.0,58094.878345072786
2025-12-17,0,0.0,0.04009319999022409,0.0,57894.806589004605
2025-12-18,0,0.0,0.05103639999288134,0.0,57951.30781375422
2025-12-19,0,0.0,0.0629839000175707,0.0,23260.24856392626
2025-12-20,0,0.0,0.06853699998464435,0.0,23325.221168940665
2025-12-21,0,0.0,0.04027870000572875,0.0,58185.84388184023
2025-12-22,0,0.0,0.05526540000573732,0.0,58905.877861128
2025-12-23,0,0.0,0.04810640000505373,0.0,59078.52824299714
2025-12-24,0,0.0,0.0488547999993898,0.0,58555.15471606678
2025-12-25,0,0.0,0.042790999985300004,0.0,58658.547280576546
2025-12-26,0,0.0,0.0521805000025779,0.0,23807.756521230967
2025-12-27,0,0.0,0.048323399998480454,0.0,23841.761022732637
2025-12-28,0,1.231978485938815e-16,0.044296500011114404,0.0,59059.12885028075
2025-12-29,0,0.0,0.03918580000754446,0.0,59478.760765539744
2025-12-30,0,0.0,0.04478299999027513,0.0,59392.63877574104
2025-12-31,0,0.0,0.026819100021384656,0.0,59055.42773501827
