date,start_slot,end_slot,interval_label,emergency_kwh
2025-03-25,89,89,14:40-14:50,110.83805000000007
2025-03-25,92,92,15:10-15:20,26.174586666667096
2025-03-25,97,102,16:00-17:00,138.27109333333328
2025-03-25,108,109,17:50-18:10,40.137860609523976
2025-03-25,111,113,18:20-18:50,261.566720033338
2025-03-25,122,125,20:10-20:50,260.7267480952362
2025-03-25,128,128,21:10-21:20,2.2472966666662386
2025-03-25,130,130,21:30-21:40,12.422086109528323
2025-03-27,100,102,16:30-17:00,108.70962664167925
2025-03-27,131,131,21:40-21:50,4.254300276185745
2025-03-28,44,47,07:10-07:50,298.1738946666669
2025-03-29,43,46,07:00-07:40,221.9910285999989
2025-03-30,33,33,05:20-05:30,35.82766666666669
2025-03-31,89,92,14:40-15:20,178.53377245456744
2025-03-31,94,96,15:30-16:00,45.95727985008807
2025-03-31,99,102,16:20-17:00,185.10421047619042
2025-03-31,105,106,17:20-17:40,18.542981904762
2025-03-31,108,111,17:50-18:30,43.47141714285676
2025-03-31,113,113,18:40-18:50,197.97449801638294
2025-03-31,122,123,20:10-20:30,87.66520055297826
2025-03-31,125,126,20:40-21:00,9.122968494639984
2025-04-01,29,33,04:40-05:30,240.94426812381045
2025-04-01,88,89,14:30-14:50,189.24166666666702
2025-04-01,92,92,15:10-15:20,60.58759285714302
2025-04-01,96,99,15:50-16:30,71.69440653809033
2025-04-01,102,109,16:50-18:10,171.35389326190565
2025-04-01,113,114,18:40-19:00,1019.5799233333321
2025-04-01,116,116,19:10-19:20,731.7756833333333
2025-04-01,119,119,19:40-19:50,41.004097338091356
2025-04-01,122,125,20:10-20:50,897.8613100000008
2025-04-01,131,131,21:40-21:50,9.154661914666619
2025-04-02,31,33,05:00-05:30,139.73970205625562
2025-04-02,50,62,08:10-10:20,2302.260586519055
2025-04-02,108,113,17:50-18:50,429.63684238095067
2025-04-02,116,116,19:10-19:20,244.38720731832655
2025-04-02,119,119,19:40-19:50,53.796684285714946
2025-04-02,122,125,20:10-20:50,872.9953433333333
2025-04-03,51,57,08:20-09:30,915.1557873821496
2025-04-04,43,45,07:00-07:30,296.07707211904835
2025-04-05,34,35,05:30-05:50,69.93031100952714
2025-04-05,42,44,06:50-07:20,308.49530809523816
2025-04-06,56,56,09:10-09:20,9.614631581641696
2025-04-08,46,46,07:30-07:40,16.632823828561385
2025-04-08,52,58,08:30-09:40,473.62102095238
2025-04-08,123,125,20:20-20:50,116.65279620991157
2025-04-08,128,128,21:10-21:20,24.03783999999964
2025-04-08,130,130,21:30-21:40,4.700936837333188
2025-04-09,86,99,14:10-16:30,743.006202922752
2025-04-09,105,105,17:20-17:30,0.22151190476196803
2025-04-09,108,114,17:50-19:00,1017.365930903057
2025-04-09,116,116,19:10-19:20,718.5281833333333
2025-04-09,119,120,19:40-20:00,108.96197783494824
2025-04-09,122,125,20:10-20:50,839.3142709112286
2025-04-10,131,131,21:40-21:50,41.15204030476514
2025-04-11,42,44,06:50-07:20,153.08431031904138
2025-04-13,100,107,16:30-17:50,196.01350794369682
2025-04-13,124,128,20:30-21:20,113.56620158148564
2025-04-16,88,95,14:30-15:50,313.56829138028513
2025-04-16,97,98,16:00-16:20,46.23043947760186
2025-04-16,108,113,17:50-18:50,294.1950776857175
2025-04-16,116,116,19:10-19:20,609.3189613271593
2025-04-16,122,125,20:10-20:50,661.0412446149313
2025-04-16,127,131,21:00-21:50,87.6645417128932
2025-04-17,124,124,20:30-20:40,5.267114953754572
2025-04-17,130,130,21:30-21:40,1.4471714333332333
2025-04-18,43,43,07:00-07:10,10.005306852381814
2025-04-22,88,90,14:30-15:00,138.7903911539948
2025-04-22,92,93,15:10-15:30,164.3914583380922
2025-04-22,130,131,21:30-21:50,26.991875778806843
2025-04-26,125,126,20:40-21:00,96.24636161904584
2025-04-27,100,105,16:30-17:30,427.5689484420915
2025-04-27,108,110,17:50-18:20,21.251337815054598
2025-04-27,113,113,18:40-18:50,3.204252619047196
2025-04-27,122,124,20:10-20:40,106.07994714285553
2025-04-27,130,130,21:30-21:40,18.013174199999707
2025-04-28,54,59,08:50-09:50,590.100289864239
2025-04-28,87,99,14:20-16:30,797.9311964402397
2025-04-28,101,102,16:40-17:00,57.59854809523779
2025-04-28,105,114,17:20-19:00,1218.4278033047628
2025-04-28,116,117,19:10-19:30,1367.8735833333335
2025-04-28,119,120,19:40-20:00,1429.10535
2025-04-28,122,127,20:10-21:10,1216.930929590476
2025-04-28,129,131,21:20-21:50,44.724949000000194
2025-04-29,100,104,16:30-17:20,144.92165380952366
2025-04-29,123,125,20:20-20:50,108.0556999275774
2025-05-01,107,113,17:40-18:50,529.4037563809528
2025-05-01,122,131,20:10-21:50,1307.706053142856
2025-05-02,41,45,06:40-07:30,367.85780549047405
2025-05-02,102,107,16:50-17:50,627.2862766666673
2025-05-02,112,113,18:30-18:50,27.02639619047676
2025-05-02,122,131,20:10-21:50,1657.9812423104063
2025-05-03,122,131,20:10-21:50,1551.5051371428547
2025-05-04,123,131,20:20-21:50,665.5579700571445
2025-05-05,55,57,09:00-09:30,72.9202276850853
2025-05-05,99,113,16:20-18:50,1010.4903981845205
2025-05-05,116,116,19:10-19:20,296.8003810345277
2025-05-05,119,120,19:40-20:00,221.0779709523814
2025-05-05,122,125,20:10-20:50,414.34194904761864
2025-05-05,128,128,21:10-21:20,23.1075510699588
2025-05-05,130,130,21:30-21:40,5.923322100000018
2025-05-06,54,59,08:50-09:50,292.34073330852596
2025-05-07,106,110,17:30-18:20,426.0733528997592
2025-05-07,112,113,18:30-18:50,74.51055576190679
2025-05-07,116,116,19:10-19:20,238.15768776190305
2025-05-07,119,120,19:40-20:00,307.8898812714277
2025-05-07,122,125,20:10-20:50,512.8758330142861
2025-05-07,129,131,21:20-21:50,42.879064433333404
2025-05-08,120,125,19:50-20:50,527.0414867570762
2025-05-08,131,131,21:40-21:50,23.7784973999996
2025-05-11,117,117,19:20-19:30,27.56166666666661
2025-05-19,123,123,20:20-20:30,54.89400000000012
2025-05-20,95,95,15:40-15:50,13.402123520102364
2025-05-20,122,125,20:10-20:50,305.4821028476211
2025-05-26,99,99,16:20-16:30,2.277369047619004
2025-05-26,103,103,17:00-17:10,4.4651271428567725
2025-05-26,108,109,17:50-18:10,46.77784476190476
2025-05-26,111,113,18:20-18:50,106.29009333333298
2025-05-26,116,116,19:10-19:20,725.0470924308537
2025-05-26,122,124,20:10-20:40,198.87284095238059
2025-05-29,95,97,15:40-16:10,37.3817247619055
2025-05-29,101,102,16:40-17:00,11.591465366665943
2025-05-29,106,106,17:30-17:40,10.293207123810078
2025-05-29,110,112,18:10-18:40,110.13256807760226
2025-05-29,116,116,19:10-19:20,234.34799112486826
2025-05-29,122,123,20:10-20:30,186.48681285714372
2025-05-31,41,44,06:40-07:20,240.6402832523805
2025-06-01,33,33,05:20-05:30,25.92601190476178
2025-06-01,55,70,09:00-11:40,2315.6225871576125
2025-06-01,77,79,12:40-13:10,86.55149999999958
2025-06-01,81,131,13:20-21:50,10682.01623670524
2025-06-02,33,33,05:20-05:30,15.36380952380945
2025-06-02,46,46,07:30-07:40,102.68273874286078
2025-06-02,51,57,08:20-09:30,1146.9341676190472
2025-06-02,79,114,13:00-19:00,5749.52857981587
2025-06-02,116,117,19:10-19:30,866.7013314285717
2025-06-02,119,120,19:40-20:00,541.2300366872428
2025-06-02,122,131,20:10-21:50,1024.2150240211622
2025-06-03,32,33,05:10-05:30,54.18597119999761
2025-06-03,46,46,07:30-07:40,26.15513109617575
2025-06-03,52,62,08:30-10:20,1787.0766893847754
2025-06-03,84,89,13:50-14:50,531.672766666667
2025-06-03,92,116,15:10-19:20,3774.6286489226923
2025-06-03,118,120,19:30-20:00,651.6488083103679
2025-06-03,122,131,20:10-21:50,921.2897549119264
2025-06-04,11,15,01:40-02:30,261.55380332381014
2025-06-04,19,23,03:00-03:50,116.85157142857167
2025-06-04,25,33,04:00-05:30,284.96626761904736
2025-06-04,78,89,12:50-14:50,1254.3035166666666
2025-06-04,92,116,15:10-19:20,3075.2891818077073
2025-06-04,119,120,19:40-20:00,1222.8558029417163
2025-06-04,122,125,20:10-20:50,567.3945166709021
2025-06-04,128,130,21:10-21:40,140.05327588477357
2025-06-05,17,26,02:40-04:20,307.294279652384
2025-06-05,29,33,04:40-05:30,156.2397619047621
2025-06-05,44,45,07:10-07:30,144.85513383742887
2025-06-05,47,47,07:40-07:50,129.63297716733305
2025-06-05,53,60,08:40-10:00,994.4612162952365
2025-06-05,83,83,13:40-13:50,54.82628333333332
2025-06-05,86,90,14:10-15:00,728.2005587747833
2025-06-05,92,116,15:10-19:20,3097.0877483517907
2025-06-05,119,120,19:40-20:00,314.71141530000034
2025-06-05,122,125,20:10-20:50,490.1731204761907
2025-06-06,13,13,02:00-02:10,21.175325866665013
2025-06-06,15,24,02:20-04:00,241.26182110952857
2025-06-06,26,26,04:10-04:20,62.59652571428529
2025-06-06,29,35,04:40-05:50,658.846213109523
2025-06-06,41,46,06:40-07:40,522.2044376190477
2025-06-06,101,107,16:40-17:50,713.9386684846702
2025-06-06,109,113,18:00-18:50,562.8710171904786
2025-06-06,119,120,19:40-20:00,87.73868619047664
2025-06-06,122,125,20:10-20:50,909.0610080952382
2025-06-07,32,35,05:10-05:50,223.17636546190118
2025-06-07,41,46,06:40-07:40,390.15329095238036
2025-06-07,122,125,20:10-20:50,338.10000332380923
2025-06-11,61,65,10:00-10:50,489.68637520952035
2025-06-24,60,65,09:50-10:50,1116.4171762619044
2025-07-01,131,131,21:40-21:50,41.7060552380922
2025-07-02,32,33,05:10-05:30,15.575108533331438
2025-07-02,115,115,19:00-19:10,31.980206666666618
2025-07-02,120,121,19:50-20:10,27.738859999999818
2025-07-02,124,124,20:30-20:40,2.0448666666666213
2025-07-02,130,131,21:30-21:50,42.897089304761856
2025-07-03,30,33,04:50-05:30,153.81842333809834
2025-07-03,56,63,09:10-10:30,537.3423840285724
2025-07-03,105,107,17:20-17:50,76.14660557195009
2025-07-03,109,114,18:00-19:00,607.2949295666641
2025-07-03,116,116,19:10-19:20,151.7605837714281
2025-07-03,119,120,19:40-20:00,364.2613757523816
2025-07-03,122,125,20:10-20:50,618.7926261523804
2025-07-03,127,131,21:00-21:50,411.76964020576196
2025-07-04,20,35,03:10-05:50,1820.0849554047638
2025-07-04,40,44,06:30-07:20,544.5565019047616
2025-07-04,124,131,20:30-21:50,445.7441506369763
2025-07-05,25,35,04:00-05:50,1591.3911158666667
2025-07-05,40,45,06:30-07:30,589.310377619047
2025-07-05,122,131,20:10-21:50,891.8272986235718
2025-07-06,54,58,08:50-09:40,534.4898292134224
2025-07-06,60,61,09:50-10:10,195.78462166666685
2025-07-06,87,89,14:20-14:50,557.8190709924756
2025-07-06,92,98,15:10-16:20,569.8648983476191
2025-07-06,100,104,16:30-17:20,282.0015673897695
2025-07-06,106,114,17:30-19:00,1619.6578371604949
2025-07-06,116,116,19:10-19:20,112.88489457378076
2025-07-06,118,120,19:30-20:00,852.2766979036214
2025-07-06,122,126,20:10-21:00,700.1479318666667
2025-07-07,32,32,05:10-05:20,24.370706666666734
2025-07-07,119,119,19:40-19:50,5.214121428571161
2025-07-08,46,46,07:30-07:40,58.38565708095582
2025-07-08,53,62,08:40-10:20,957.6597433333328
2025-07-08,114,114,18:50-19:00,49.30089150658432
2025-07-08,116,116,19:10-19:20,119.21580992945155
2025-07-08,119,120,19:40-20:00,328.9991495619041
2025-07-08,122,125,20:10-20:50,457.07997758095235
2025-07-09,56,56,09:10-09:20,1.9746107226446838
2025-07-09,117,117,19:20-19:30,4.970999999999776
2025-07-09,119,120,19:40-20:00,250.86685238271457
2025-07-09,122,127,20:10-21:10,367.1665967696649
2025-07-09,130,130,21:30-21:40,13.34385849999985
2025-07-11,43,46,07:00-07:40,229.12660099999934
2025-07-27,56,57,09:10-09:30,141.73983710000076
2025-07-28,80,81,13:10-13:30,7.800583333333634
2025-07-28,89,89,14:40-14:50,14.23049689206644
2025-07-28,97,98,16:00-16:20,27.227131540270534
2025-07-28,103,103,17:00-17:10,9.07883734861781
2025-07-28,106,107,17:30-17:50,19.1464580952383
2025-08-20,54,57,08:50-09:30,467.74706190476013
2025-08-20,86,89,14:10-14:50,319.953766666667
2025-08-20,99,100,16:20-16:40,50.62558505832965
2025-08-20,103,105,17:00-17:30,36.7058090476188
2025-08-20,108,109,17:50-18:10,122.27623674761969
2025-08-20,113,113,18:40-18:50,1.9256733333329399
2025-08-20,116,116,19:10-19:20,669.5746041607148
2025-08-20,119,120,19:40-20:00,181.45307019523773
2025-08-20,122,126,20:10-21:00,224.30499599523844
2025-08-25,89,90,14:40-15:00,224.91838333333362
2025-08-25,92,103,15:10-17:10,930.9055517790957
2025-08-25,107,111,17:40-18:30,74.02793049523706
2025-08-25,116,116,19:10-19:20,223.63504168386532
2025-08-25,119,120,19:40-20:00,104.62169097142782
2025-08-25,122,124,20:10-20:40,287.9847561714288
2025-08-28,66,67,10:50-11:10,70.87225000000012
2025-08-28,87,89,14:20-14:50,187.82774999999992
2025-08-28,103,105,17:00-17:30,241.11959571428625
2025-08-28,110,114,18:10-19:00,216.83312188509268
2025-08-28,116,116,19:10-19:20,616.3188320238105
2025-08-28,119,120,19:40-20:00,159.97321476190473
2025-08-28,122,124,20:10-20:40,125.95470333333364
2025-08-28,130,131,21:30-21:50,104.32696343333353
2025-09-10,55,58,09:00-09:40,399.21428904761945
2025-09-10,84,84,13:50-14:00,30.1470833333334
2025-09-10,89,89,14:40-14:50,107.2881000000001
2025-09-23,123,124,20:20-20:40,86.38704926190746
2025-09-24,55,58,09:00-09:40,219.60423118094903
2025-09-27,43,46,07:00-07:40,278.03152034761786
2025-09-28,122,125,20:10-20:50,370.9710254262392
2025-09-29,37,37,06:00-06:10,16.611673809523836
2025-09-29,56,59,09:10-09:50,171.72934018237947
2025-09-29,119,120,19:40-20:00,288.42865794142426
2025-09-29,122,125,20:10-20:50,678.4922199999994
2025-09-29,130,131,21:30-21:50,55.85362326666691
2025-09-30,29,30,04:40-05:00,74.26816327453412
2025-09-30,32,32,05:10-05:20,0.5837999999998829
2025-09-30,54,58,08:50-09:40,697.6756910619044
2025-09-30,61,61,10:00-10:10,3.8029134999998853
2025-09-30,90,90,14:50-15:00,11.067321428571745
2025-09-30,92,101,15:10-16:50,333.14159621398176
2025-09-30,103,114,17:00-19:00,767.2710526106922
2025-09-30,116,116,19:10-19:20,310.9191114428574
2025-09-30,119,120,19:40-20:00,377.39871769523785
2025-09-30,122,128,20:10-21:20,854.9445300000001
2025-10-03,34,34,05:30-05:40,28.080903809523875
2025-10-03,45,46,07:20-07:40,13.122923823806488
2025-10-04,32,32,05:10-05:20,92.7112953761868
2025-10-04,43,46,07:00-07:40,579.5570323095253
2025-10-05,29,30,04:40-05:00,52.85649571428577
2025-10-05,32,32,05:10-05:20,4.218097142857253
2025-10-06,23,25,03:40-04:10,57.57726047619008
2025-10-06,27,27,04:20-04:30,0.11599999999998545
2025-10-06,31,33,05:00-05:30,50.75844999999994
2025-10-06,57,57,09:20-09:30,1.0395829650168942
2025-10-06,92,92,15:10-15:20,4.141894285714216
2025-10-06,94,95,15:30-15:50,62.38110333333327
2025-10-06,97,105,16:00-17:30,331.25126393352355
2025-10-06,108,113,17:50-18:50,287.7746905812459
2025-10-06,116,116,19:10-19:20,232.3613223947517
2025-10-06,119,120,19:40-20:00,203.64028060524743
2025-10-06,122,125,20:10-20:50,559.9393136804678
2025-10-07,27,27,04:20-04:30,0.2253333333333103
2025-10-07,31,33,05:00-05:30,53.79874076190899
2025-10-07,52,58,08:30-09:40,916.9507864380907
2025-10-07,93,96,15:20-16:00,92.77893271604705
2025-10-07,99,101,16:20-16:50,45.857733356778624
2025-10-07,104,113,17:10-18:50,128.8500467840103
2025-10-07,119,120,19:40-20:00,81.98544920131121
2025-10-07,122,125,20:10-20:50,353.3675723397971
2025-10-08,28,30,04:30-05:00,15.386846418041015
2025-10-08,45,47,07:20-07:50,153.90332976190075
2025-10-08,51,56,08:20-09:20,514.4656133333326
2025-10-08,93,95,15:20-15:50,55.53219677207733
2025-10-08,97,97,16:00-16:10,0.04952571428577812
2025-10-08,103,104,17:00-17:20,23.201924414396327
2025-10-08,106,113,17:30-18:50,180.3029031236934
2025-10-08,122,125,20:10-20:50,818.6310530999986
2025-10-09,27,30,04:20-05:00,39.943741950487194
2025-10-09,33,33,05:20-05:30,12.596999999999866
2025-10-09,46,46,07:30-07:40,6.404714285714306
2025-10-09,53,56,08:40-09:20,367.2373827903512
2025-10-10,30,35,04:50-05:50,348.299037071428
2025-10-10,43,46,07:00-07:40,430.10998000000086
2025-10-10,125,126,20:40-21:00,117.49383403509563
2025-10-11,44,47,07:10-07:50,464.6542733095258
2025-10-12,104,105,17:10-17:30,20.80929779599729
2025-10-12,113,113,18:40-18:50,14.608612471430181
2025-10-12,116,116,19:10-19:20,105.42311013891799
2025-10-12,120,120,19:50-20:00,21.28308333333291
2025-10-12,122,124,20:10-20:40,593.9057998610822
2025-10-12,130,131,21:30-21:50,25.858156619479722
2025-10-14,54,58,08:50-09:40,527.4557099761853
2025-10-14,92,102,15:10-17:00,426.91252642055133
2025-10-14,107,113,17:40-18:50,256.0089041446213
2025-10-14,116,116,19:10-19:20,112.95825355714169
2025-10-14,122,124,20:10-20:40,545.7964286627548
2025-10-14,130,131,21:30-21:50,53.62083128571298
2025-10-15,85,90,14:00-15:00,374.6986999999997
2025-10-15,94,94,15:30-15:40,19.28722285714298
2025-10-15,98,104,16:10-17:20,141.02961380952365
2025-10-15,106,114,17:30-19:00,813.5088848496821
2025-10-15,116,116,19:10-19:20,708.6709999999999
2025-10-15,119,120,19:40-20:00,209.85924999999907
2025-10-15,122,126,20:10-21:00,955.6340659298521
2025-10-15,128,131,21:10-21:50,90.81748206666688
2025-10-16,55,58,09:00-09:40,267.19323316190145
2025-10-16,89,102,14:40-17:00,1443.6945978791884
2025-10-16,105,113,17:20-18:50,455.4908147095228
2025-10-16,116,116,19:10-19:20,414.88679991680516
2025-10-16,119,120,19:40-20:00,180.7757166666662
2025-10-16,122,125,20:10-20:50,887.3053470238049
2025-10-16,130,131,21:30-21:50,64.73614614286025
2025-10-17,125,125,20:40-20:50,9.922393919046101
2025-10-17,130,131,21:30-21:50,53.4188914333332
2025-10-19,90,90,14:50-15:00,51.25365129706347
2025-10-19,92,101,15:10-16:50,718.1232639625807
2025-10-19,122,125,20:10-20:50,796.0603655952358
2025-10-19,130,130,21:30-21:40,56.759992866666906
2025-10-20,57,61,09:20-10:10,471.6631278
2025-10-20,124,125,20:30-20:50,42.528776294817476
2025-10-20,129,130,21:20-21:40,20.510428053086365
2025-10-21,59,61,09:40-10:10,119.1653958428564
2025-10-21,86,87,14:10-14:30,179.13744048989798
2025-10-21,89,89,14:40-14:50,170.2651833333333
2025-10-21,95,95,15:40-15:50,11.787728800000991
2025-10-21,102,102,16:50-17:00,4.355619047619058
2025-10-21,105,107,17:20-17:50,46.24752857142881
2025-10-21,113,113,18:40-18:50,15.26030145771568
2025-10-21,122,125,20:10-20:50,648.3006404761882
2025-10-22,57,62,09:20-10:20,825.6845812333293
2025-10-22,123,126,20:20-21:00,257.536295438097
2025-10-22,130,131,21:30-21:50,81.15827370000011
2025-10-24,47,49,07:40-08:10,85.05863760952394
2025-10-24,123,130,20:20-21:40,737.1651842857136
2025-10-25,125,128,20:40-21:20,271.5524433333336
2025-10-25,130,131,21:30-21:50,86.86046140000009
2025-10-27,122,126,20:10-21:00,303.0307864075547
2025-10-27,129,130,21:20-21:40,52.03104646666641
2025-10-29,83,89,13:40-14:50,736.6289011697571
2025-10-29,96,97,15:50-16:10,21.211610476190344
2025-10-29,100,101,16:30-16:50,31.432362857142408
2025-10-29,104,113,17:10-18:50,780.0382212388615
2025-10-29,116,116,19:10-19:20,120.44102178315109
2025-10-29,120,120,19:50-20:00,1.8532399999984364
2025-10-29,122,131,20:10-21:50,1314.6787574897116
2025-10-30,125,126,20:40-21:00,53.77968836190648
2025-10-30,129,131,21:20-21:50,111.99374972299988
2025-10-31,125,131,20:40-21:50,496.2010371428553
2025-11-02,122,126,20:10-21:00,303.93249688641686
2025-11-02,131,131,21:40-21:50,25.958801399999537
2025-11-04,37,37,06:00-06:10,2.900702380952339
2025-11-04,123,128,20:20-21:20,190.83960435894164
2025-11-04,130,130,21:30-21:40,7.20082000000009
2025-11-05,124,127,20:30-21:10,113.47641094331448
2025-11-05,129,131,21:20-21:50,85.79888263333308
2025-11-06,60,64,09:50-10:40,372.6870816095204
2025-11-06,83,83,13:40-13:50,2.5201666666666824
2025-11-06,122,131,20:10-21:50,1029.05773075535
2025-11-07,46,51,07:30-08:30,439.02520170893973
2025-11-07,125,125,20:40-20:50,101.80115385096747
2025-11-07,127,127,21:00-21:10,2.1064111439597015
2025-11-08,129,131,21:20-21:50,87.69034990605508
2025-11-09,122,128,20:10-21:20,694.5174790934304
2025-11-09,130,131,21:30-21:50,74.96110999999982
2025-11-10,92,92,15:10-15:20,16.095552380952654
2025-11-10,94,100,15:30-16:40,342.6281200574405
2025-11-10,102,104,16:50-17:20,86.33779759553323
2025-11-10,106,113,17:30-18:50,558.2604771663705
2025-11-10,122,126,20:10-21:00,684.6332017393011
2025-11-10,129,131,21:20-21:50,148.61583906666633
2025-11-11,131,131,21:40-21:50,6.217024282039461
2025-11-13,122,125,20:10-20:50,258.6479559999965
2025-11-13,128,128,21:10-21:20,2.414839117004224
2025-11-13,130,131,21:30-21:50,14.954646666666939
2025-11-14,125,125,20:40-20:50,130.92098665237654
2025-11-15,49,51,08:00-08:30,130.26420994762253
2025-11-16,124,125,20:30-20:50,108.23502649836848
2025-11-19,125,127,20:40-21:10,102.13916206323282
2025-11-19,130,130,21:30-21:40,2.5091918333336025
2025-11-22,55,55,09:00-09:10,10.417896661904297
2025-11-29,90,96,14:50-16:00,299.2260627523817
2025-11-29,106,108,17:30-18:00,400.44758605825695
2025-11-29,123,123,20:20-20:30,12.510661904765016
2025-11-29,125,126,20:40-21:00,469.1969394650207
2025-11-29,129,130,21:20-21:40,5.557033599999919
2025-11-30,86,89,14:10-14:50,713.41347014465
2025-11-30,96,97,15:50-16:10,34.31578429159285
2025-11-30,122,125,20:10-20:50,389.5933817904795
2025-11-30,130,130,21:30-21:40,29.469689199999472
2025-12-01,11,33,01:40-05:30,1525.1349904761912
2025-12-01,37,37,06:00-06:10,51.40470333333337
2025-12-01,42,45,06:50-07:30,385.92652906331006
2025-12-01,47,49,07:40-08:10,185.51499952380996
2025-12-01,57,59,09:20-09:50,1043.1443126714312
2025-12-01,61,65,10:00-10:50,1282.6643685714284
2025-12-01,80,83,13:10-13:50,453.3015584686083
2025-12-01,85,89,14:00-14:50,815.6457285625631
2025-12-01,94,95,15:30-15:50,29.341502857143155
2025-12-01,99,99,16:20-16:30,6.148392857142852
2025-12-01,101,101,16:40-16:50,9.521153333333253
2025-12-01,107,111,17:40-18:30,135.9371264122235
2025-12-01,113,113,18:40-18:50,25.733982890474863
2025-12-01,122,124,20:10-20:40,384.39124666666936
2025-12-01,129,131,21:20-21:50,51.54303123950567
2025-12-02,12,32,01:50-05:20,1264.9122129673344
2025-12-02,35,35,05:40-05:50,52.126353027907335
2025-12-02,37,37,06:00-06:10,56.35105666666652
2025-12-02,42,45,06:50-07:30,177.5318369578238
2025-12-02,47,50,07:40-08:20,276.0876090476189
2025-12-02,57,65,09:20-10:50,3000.4041597285586
2025-12-02,78,89,12:50-14:50,1869.1551957741449
2025-12-02,97,98,16:00-16:20,60.79905761904749
2025-12-02,101,105,16:40-17:30,91.39669920000225
2025-12-02,108,113,17:50-18:50,561.3205595289518
2025-12-02,122,126,20:10-21:00,238.39085666666313
2025-12-02,128,131,21:10-21:50,143.66941126666686
2025-12-03,11,33,01:40-05:30,1212.3089422092628
2025-12-03,35,35,05:40-05:50,7.328474568067236
2025-12-03,43,45,07:00-07:30,244.84695238095213
2025-12-03,47,49,07:40-08:10,151.18369619047667
2025-12-03,57,59,09:20-09:50,743.9433126666695
2025-12-03,61,64,10:00-10:40,610.6870644457778
2025-12-03,78,89,12:50-14:50,1993.9360883721117
2025-12-03,98,100,16:10-16:40,96.946518095238
2025-12-03,107,108,17:40-18:00,50.18895538469218
2025-12-03,110,110,18:10-18:20,37.20097476190478
2025-12-03,113,113,18:40-18:50,35.50725440983024
2025-12-03,122,127,20:10-21:10,169.18877999999984
2025-12-03,129,131,21:20-21:50,66.03672878266676
2025-12-04,19,33,03:00-05:30,1206.113017467204
2025-12-04,37,37,06:00-06:10,13.080119523809572
2025-12-04,42,44,06:50-07:20,337.41793714285757
2025-12-04,47,50,07:40-08:20,177.5988090476194
2025-12-04,56,65,09:10-10:50,2259.4299231375585
2025-12-04,89,89,14:40-14:50,182.3767216403878
2025-12-04,95,98,15:40-16:20,48.18518335655514
